q_model	r_model	s_model
0.016164448	0.00285331942804897	5.7089957064512e-05
0.016324183	0.00301690821837264	5.92844386967085e-05
0.01648555	0.00315477292690332	6.14428595037303e-05
0.016648561	0.00314097854354233	6.35458560153818e-05
0.016813239	0.00327372906812777	6.55766245293982e-05
0.01697959	0.0034157601814218	6.75203334006244e-05
0.017147642	0.00346993135121162	6.93643858479875e-05
0.017317412	0.00364964777522689	7.10978291680087e-05
0.017483827	0.00358457130106809	7.26654741650645e-05
0.01765343	0.00359837129208722	7.41255555887604e-05
0.017828349	0.00370090462845092	7.5483669259994e-05
0.018005053	0.00370676898582472	7.67024187004502e-05
0.018183546	0.00378283807186509	7.77774934070393e-05
0.018363869	0.00390074606824163	7.87058290781531e-05
0.018546019	0.00398247703782749	7.94850492537374e-05
0.018730022	0.00398529200825301	8.01137966565413e-05
0.018915895	0.0040063707197223	8.05914571523882e-05
0.019103659	0.00412510997898158	8.09181519335851e-05
0.019293332	0.00397843766152655	8.1094660112173e-05
0.019484926	0.00406177965266453	8.11223793580367e-05
0.019678477	0.00406167266513364	8.10032708546994e-05
0.019873988	0.0038905184934125	8.07398246030734e-05
0.020071488	0.0039947025250512	8.03349966648e-05
0.020270996	0.00399699492416595	7.97921915516731e-05
0.02047253	0.0039448880044404	7.91152290938476e-05
0.020676116	0.00380287741606388	7.83082769849509e-05
0.020881763	0.00390401103637388	7.73759183841079e-05
0.0210895	0.0038376218515488	7.6322972978193e-05
0.021299344	0.00371593836783836	7.51546041425455e-05
0.021511316	0.00365522733664544	7.3876223590626e-05
0.021725444	0.00362844173151776	7.24934379141206e-05
0.021941734	0.00360422198390137	7.1012216474929e-05
0.022160228	0.00355879737648468	6.94384813626372e-05
0.022380933	0.00338480618607978	6.777857067339e-05
0.022603879	0.00328394889659925	6.60388110375159e-05
0.022829082	0.00316697071407141	6.42257673742547e-05
0.02305657	0.00310306877652292	6.23460217507531e-05
0.023286367	0.00295789135389895	6.04062778124016e-05
0.02351849	0.0028874922830408	5.84133712316153e-05
0.023752971	0.0028592666058685	5.63740613021228e-05
0.02398983	0.00271039428001799	5.42952422139136e-05
0.024229087	0.00262595146444898	5.21838218994579e-05
0.024470765	0.00256174954929576	5.00466745818345e-05
0.024714891	0.00236125912876982	4.78906113418283e-05
0.024961494	0.00228805918750689	4.57223784654809e-05
0.025210585	0.00221356795400293	4.35488126097616e-05
0.025462205	0.0020296251702148	4.13764005438478e-05
0.025716376	0.0019222746995535	3.92116889615924e-05
0.025973117	0.00180044472466729	3.70611207806414e-05
0.026232457	0.00169513257341809	3.49309058344665e-05
0.026494419	0.00163808815726106	3.28271358328494e-05
0.026759032	0.0015595405351558	3.075566581365e-05
0.027026325	0.00140620667890993	2.87221453879942e-05
0.027296325	0.00134573433517357	2.67320138568031e-05
0.027569056	0.00122869987188285	2.47904853952228e-05
0.027844554	0.00115343080615709	2.29024250160451e-05
0.028122837	0.00107639426691646	2.1072539435054e-05
0.028403927	0.000995344161957881	1.93051982920931e-05
0.02868787	0.000857566385952551	1.76043049607477e-05
0.028974677	0.000794550602817368	1.59736427498416e-05
0.029264381	0.000720102995577031	1.44165078856481e-05
0.029557034	0.000626773998968153	1.29357434739601e-05
0.029852638	0.000569288703288558	1.15340725627747e-05
0.030151227	0.000499982561959543	1.0213656543077e-05
0.030452836	0.000446487622208714	8.97625745112566e-06
0.030757492	0.000392391124731799	7.82326287452328e-06
0.031065231	0.000331667989588291	6.75560933496043e-06
0.031376082	0.00029522465171278	5.77383860432479e-06
0.031690069	0.000250782834180158	4.87807760874284e-06
0.032007229	0.000203907280057879	4.06798612815362e-06
0.032327607	0.000167580466161969	3.34278716255134e-06
0.032651227	0.000130861861186981	2.7013339345938e-06
0.032978114	0.00010656356037257	2.14205120011662e-06
0.033308301	8.28371404617611e-05	1.66293600732431e-06
0.033641826	6.25449367904935e-05	1.26158208759342e-06
0.033978727	4.70717563432468e-05	9.35203125228908e-07
0.034319028	3.40807347701484e-05	6.80657139864993e-07
0.034662783	2.39359357243941e-05	4.94431206244115e-07
0.035010003	1.88676469583546e-05	3.72711091205224e-07
0.035360735	1.58212238919103e-05	3.11359195652706e-07
0.035715006	1.47751869265201e-05	3.05969428229759e-07
0.03607285	1.77473733927248e-05	3.51886788204451e-07
0.036434326	2.22112429279772e-05	4.44250901298206e-07
0.036799438	2.93992939035071e-05	5.78010622715363e-07
0.037168242	3.72924557585481e-05	7.47987365630675e-07
0.037540782	4.85722425945843e-05	9.48901054687323e-07
0.037917089	5.96538428661718e-05	1.17540406131711e-06
0.038297195	7.13609599966371e-05	1.42212938759103e-06
0.038681164	8.5531222985174e-05	1.68375693528018e-06
0.039069001	9.74164963839729e-05	1.95499661805572e-06
0.039460741	0.000110797889068673	2.23069303895106e-06
0.03985646	0.000126249368233688	2.50588031489116e-06
0.040256165	0.00013646883882874	2.77574909172707e-06
0.040659912	0.000149995832291885	3.03577268779383e-06
0.041067738	0.00016600958233428	3.28170225498956e-06
0.041479692	0.00017777100751519	3.50962730623157e-06
0.041895792	0.000184487993062832	3.71599046258454e-06
0.042316113	0.000190128600345081	3.89766746384544e-06
0.042740673	0.000202043606371321	4.05194226368921e-06
0.04316951	0.000215174009576162	4.17657383187929e-06
0.043602668	0.000210404850094571	4.26980950489997e-06
0.044040214	0.00021080623266302	4.33040190710755e-06
0.044482201	0.000223197117523293	4.35761107196374e-06
0.044928659	0.000216179683186365	4.35121625983024e-06
0.045379601	0.000216762358951898	4.31152330490103e-06
0.045835119	0.000211473044120974	4.2393442773299e-06
0.046295214	0.000206818955465333	4.13600000265648e-06
0.046759963	0.000196874645833675	4.00327492384113e-06
0.046547778	0.000204732314461124	4.06721650830368e-06
0.047010589	0.000192227947564637	3.92094168105163e-06
0.047478087	0.000186273273960144	3.74936044761729e-06
0.047950316	0.000174682672185632	3.55523591412459e-06
0.048427321	0.000166621707715858	3.34166466610143e-06
0.048909165	0.000156730990976836	3.11201841273989e-06
0.049395885	0.000141765951883724	2.86990926183555e-06
0.049887523	0.000130284158822318	2.61911600802699e-06
0.050384142	0.000117166609338661	2.36351071657485e-06
0.050885785	0.000106961625614291	2.10701228947131e-06
0.051392507	9.35467947315829e-05	1.85350068468422e-06
0.051904362	8.13179120635995e-05	1.60675324704896e-06
0.05242138	6.78503848310139e-05	1.37038474727151e-06
0.052943636	5.89058289884978e-05	1.1477466048439e-06
0.053471178	4.83686578100323e-05	9.41895526374607e-07
0.054004058	3.84990421788202e-05	7.55517544548361e-07
0.054542314	3.01774493046337e-05	5.90878686201185e-07
0.055080771	2.2232888086736e-05	4.51001328773564e-07
0.055624392	1.73621618048506e-05	3.35487820228612e-07
0.056179035	1.22146356869378e-05	2.44214589588341e-07
0.056739289	8.95248019745775e-06	1.78669683628618e-07
0.057305194	7.00281458287432e-06	1.38486440713981e-07
0.057876814	6.14200433725807e-06	1.22739964627707e-07
0.058454208	6.54098922853173e-06	1.29971465016972e-07
0.059037451	7.89852137082481e-06	1.58221952782554e-07
0.05962659	1.03975123809913e-05	2.05076866242392e-07
0.06022165	1.34674945332715e-05	2.67721640801803e-07
0.060822744	1.74639704309886e-05	3.43025694012503e-07
0.061429892	2.05519672450829e-05	4.27603977878941e-07
0.062043179	2.54235560559985e-05	5.17924264268702e-07
0.062662646	3.14806564804424e-05	6.10388646775125e-07
0.063288368	3.52556441849305e-05	7.01444137714957e-07
0.063920431	4.07699799043728e-05	7.8767947293762e-07
0.064558849	4.30704062611246e-05	8.65913050054681e-07
0.065203734	4.54548180790543e-05	9.33309350920638e-07
0.065855108	4.86738938827465e-05	9.87442117626774e-07
0.066513091	5.07017732203683e-05	1.02638817253497e-06
0.067177691	5.2602078419296e-05	1.04877208945653e-06
0.067849003	5.26570581746179e-05	1.05382384065936e-06
0.068527102	5.20695130480193e-05	1.04139636983322e-06
0.069212027	5.06029555796741e-05	1.0119738400525e-06
0.069903888	4.74031315029995e-05	9.66650513512461e-07
0.0706027	4.57303011262403e-05	9.07099860747004e-07
0.071308583	4.27489736904191e-05	8.35500177732711e-07
0.072021589	3.74279518433169e-05	7.54466173474562e-07
0.072741784	3.26092873492466e-05	6.66943219504877e-07
0.073469259	2.88073188461864e-05	5.7609030853642e-07
0.074204028	2.36716279691713e-05	4.85166673864057e-07
0.074946247	1.9380390372965e-05	3.97372184991739e-07
0.075695939	1.58635204904966e-05	3.15747629660719e-07
0.076453201	1.23012492555156e-05	2.43020319078112e-07
0.0772181	8.88434104483368e-06	1.81497229337054e-07
0.077990733	6.57017697301835e-06	1.32956522943784e-07
0.078771137	4.95286538583086e-06	9.85719140676493e-08
0.079559408	4.01092683705353e-06	7.88499119193851e-08
0.080355622	3.63748441526944e-06	7.36100218667988e-08
0.08115986	4.13180422808366e-06	8.19909270474628e-08
0.081972204	5.21514222898766e-06	1.02491963328394e-07
0.082792729	6.86971818091248e-06	1.33047072948425e-07
0.083621532	8.48492716133443e-06	1.71130869023308e-07
0.084458679	1.05853773646441e-05	2.1388782963175e-07
0.085304253	1.25536727206965e-05	2.58286185313387e-07
0.086158343	1.50010489662558e-05	3.01282539450365e-07
0.08702106	1.71489129896874e-05	3.39991460267545e-07
0.08789245	1.85774395724366e-05	3.71845381355532e-07
0.088772655	1.91008882071508e-05	3.94749767171295e-07
0.089661747	2.03683739080642e-05	4.0720043786493e-07
0.090559781	1.99405832350026e-05	4.08378097564659e-07
0.091466874	1.98470389800743e-05	3.98198372012555e-07
0.092383116	1.83317366959531e-05	3.77315389912139e-07
0.093308598	1.69265018187966e-05	3.47079472494063e-07
0.094243407	1.53395700880978e-05	3.09447623423361e-07
0.095187582	1.35204491878307e-05	2.6685319639073e-07
0.096141316	1.14952083769221e-05	2.22028532908054e-07
0.097104654	8.99051866962228e-06	1.77825959658919e-07
0.098077692	6.98458598093274e-06	1.37004068007335e-07
0.099060491	5.08927936481351e-06	1.02028787881541e-07
0.10005324	3.7086664405894e-06	7.488376821278e-08
0.101056	2.80534680039268e-06	5.69281752983604e-08
0.10206887	2.4042102950207e-06	4.8784805515585e-08
0.10309191	2.51665893254058e-06	5.02922558338504e-08
0.1041157	3.02099892325014e-06	6.03892794541117e-08
0.10514855	3.76016052147491e-06	7.74478573628165e-08
0.10620267	5.04384155644926e-06	9.96164872144804e-08
0.10726741	6.2094487116006e-06	1.24211827621397e-07
0.10834287	7.54234580334304e-06	1.48549575932044e-07
0.10942921	8.39325947381317e-06	1.70042039693472e-07
0.11052646	9.49920621133919e-06	1.86431240417777e-07
0.11163475	1.00298436646359e-05	1.96004052148691e-07
0.1127542	9.75732525882826e-06	1.9775152149526e-07
0.1138849	9.45973737713649e-06	1.9146536245333e-07
0.11502703	8.73483882221451e-06	1.77755083983254e-07
0.11618067	7.8488045373275e-06	1.57984354289668e-07
0.11734593	6.70475636437731e-06	1.34126231089156e-07
0.11852294	5.3698396244006e-06	1.08551295629338e-07
0.11971184	4.30468919873762e-06	8.37698724924747e-08
0.12091271	3.16847550553234e-06	6.21557741045891e-08
0.12212571	2.3299400435475e-06	4.56766560847745e-08
0.12335093	1.76524815171214e-06	3.56719932874456e-08
0.12458851	1.60185822812535e-06	3.26968160113452e-08
0.12583855	1.81965746925852e-06	3.64595584374753e-08
0.12710117	2.27089322292307e-06	4.58612503381e-08
0.12837653	2.88868581877432e-06	5.91371687833706e-08
0.1296647	3.7439457069198e-06	7.40833012708046e-08
0.13096587	4.42970976640989e-06	8.83466193077671e-08
0.13228014	4.99974490443702e-06	9.97348568463363e-08
0.13360763	5.28783716862165e-06	1.06512558584496e-07
0.13494852	5.49518715033726e-06	1.0763663270042e-07
0.1363029	5.14678651161929e-06	1.02897426016969e-07
0.13767095	4.64384279384e-06	9.29426302101166e-08
0.13905278	3.82409637855362e-06	7.91760911519037e-08
0.14044856	3.08623965307833e-06	6.3541307629146e-08
0.14185838	2.49047318457038e-06	4.82219699582951e-08
0.14328247	1.7610440908498e-06	3.52980848105737e-08
0.14472084	1.33395616165852e-06	2.64200303682139e-08
0.14617369	1.11437185583248e-06	2.2541536463621e-08
0.14764121	1.16817031356953e-06	2.37711857914932e-08
0.14912346	1.4501316256172e-06	2.93614474990391e-08
0.15062067	1.93057402167016e-06	3.78461174208964e-08
0.1521329	2.33244942331437e-06	4.73036228855759e-08
0.15366049	2.76505769143321e-06	5.57073773622976e-08
0.15520337	3.10540069601842e-06	6.12924322581936e-08
0.15676184	3.15398951230216e-06	6.28843208979736e-08
0.15833604	3.04977056353592e-06	6.01116265703152e-08
0.15992612	2.63171024608852e-06	5.34685146829333e-08
0.16153219	2.21953960185815e-06	4.42059080116333e-08
0.16315444	1.72618700999304e-06	3.40684913969584e-08
0.16479303	1.22388414071429e-06	2.49298146776984e-08
0.16644818	9.26922965123537e-07	1.83976316825538e-08
0.16811997	7.51379107419468e-07	1.54750801186863e-08
0.1698086	8.11448542129951e-07	1.63502534656172e-08
0.17151427	1.01517487761171e-06	2.03680160794995e-08
0.1732372	1.29756797830227e-06	2.61920236692967e-08
0.17497747	1.58048079972674e-06	3.2124038957669e-08
0.17673528	1.79412303970876e-06	3.6511065866089e-08
0.17851087	1.92534112540205e-06	3.81411041631804e-08
0.18030432	1.78819056126962e-06	3.65315815878753e-08
0.18211593	1.60622187235392e-06	3.20358282434542e-08
0.1839458	1.26707336946435e-06	2.57366205217877e-08
0.18579417	9.6695230274988e-07	1.91493631559281e-08
0.18766117	7.02302173627622e-07	1.38119664241182e-08
0.18954696	5.39674133131669e-07	1.08681617974544e-08
0.19145168	5.3397950963384e-07	1.07611113848258e-08
0.19337574	6.49049990221705e-07	1.3125374110349e-08
0.19531912	8.30274472295248e-07	1.69100469679562e-08
0.19728215	1.06628536978321e-06	2.07025770031444e-08
0.19926505	1.16928024853143e-06	2.3157435553313e-08
0.20126796	1.14835657154829e-06	2.3402463946394e-08
0.20329109	1.05926078069704e-06	2.12961659271235e-08
0.20533478	8.77464805282336e-07	1.74517595504646e-08
0.20739894	6.63364559915568e-07	1.30198005393118e-08
0.20948395	4.62015738604159e-07	9.29384610450831e-09
0.21158987	3.75799627971693e-07	7.27517629039741e-09
0.21371715	3.68887807554839e-07	7.34001658198244e-09
0.21586579	4.53574990014297e-07	9.12914900628651e-09
0.21803604	5.82315763645396e-07	1.16983156592107e-08
0.2202282	6.88649497116106e-07	1.38782462637254e-08
0.22244243	7.26453148935002e-07	1.47113610297644e-08
0.22467893	6.89222315283866e-07	1.38027774168895e-08
0.22693795	5.663839639408e-07	1.14501841713199e-08
0.22921982	4.30436638028477e-07	8.50192843077157e-09
0.23152483	3.02719050699156e-07	6.00002675278662e-09
0.23385295	2.30356431535407e-07	4.7520938165974e-09
0.23620458	2.46707818877535e-07	5.00788115489212e-09
0.23855756	3.1543332535373e-07	6.36265905089456e-09
0.24095498	3.9640720251532e-07	8.01355556054827e-09
0.24340299	4.44294800364675e-07	9.06017652123495e-09
0.24585091	4.4823544219036e-07	8.91252470686819e-09
0.24830002	3.88695646724944e-07	7.61594795035368e-09
0.25077167	2.8484569144221e-07	5.71415686451696e-09
0.25329375	2.00435915591052e-07	3.97682676711431e-09
0.25584143	1.54046529453138e-07	3.0924322824623e-09
0.2584148	1.64282595116508e-07	3.2765776272724e-09
0.26101425	2.07045877135029e-07	4.20678836691722e-09
0.26364005	2.56714535526853e-07	5.21413193556458e-09
0.2662923	2.84215830136286e-07	5.64541023525193e-09
0.26897123	2.62887939159344e-07	5.20342554770009e-09
0.27165064	2.07169875474598e-07	4.09621801875592e-09
0.27435681	1.4627719053686e-07	2.85973794549262e-09
0.27711725	1.04888927939083e-07	2.05782344980303e-09
0.2799058	9.68904534437719e-08	1.99477413153164e-09
0.28275016	1.25775265135948e-07	2.52809467776389e-09
0.28562346	1.64285770379262e-07	3.17426632840316e-09
0.28846946	1.73023522384234e-07	3.42688686432043e-09
0.2913439	1.53271926849144e-07	3.09275307925947e-09
0.29427606	1.15663166597644e-07	2.33326296815471e-09
0.2972379	7.72555786978952e-08	1.57477391834449e-09
0.30022958	6.03702326315602e-08	1.20695939919282e-09
0.3032515	6.79531006877581e-08	1.33460610616615e-09
0.30630416	8.57828271617797e-08	1.7321838900635e-09
0.30938768	1.01095266554708e-07	2.02175040730855e-09
0.31250235	9.62554714722718e-08	1.94231043614597e-09
0.31564829	7.63866396778467e-08	1.51925040737519e-09
0.31882608	5.15290034469583e-08	1.02012914506228e-09
0.322036	3.80983122653717e-08	7.41256902413638e-10
0.32527816	3.99856651397897e-08	7.90242900214389e-10
0.32855299	5.1218190700123e-08	1.02538157970949e-09
0.33186096	6.01038239880718e-08	1.18679744361842e-09
0.3352026	5.58684468243564e-08	1.10576647314742e-09
0.33857781	4.05460022455236e-08	8.24832620950976e-10
0.34198698	2.71954287339359e-08	5.41087992709539e-10
0.34543055	2.15188561350225e-08	4.3199562066916e-10
0.34890899	2.60371874171357e-08	5.14544182404742e-10
0.35242274	3.24833645390134e-08	6.50262637782813e-10
0.35597205	3.30280647156426e-08	6.7875755880488e-10
0.35955739	2.7186597684863e-08	5.55157481396201e-10
0.36315474	1.90228152322816e-08	3.7460027266798e-10
0.36679366	1.30107815160487e-08	2.67842520882472e-10
0.3704766	1.44716727715168e-08	2.86359485919632e-10
0.37420735	1.90456686741474e-08	3.66454676934444e-10
0.37798929	2.03654840260597e-08	4.00392582415084e-10
0.38182697	1.67216279096346e-08	3.3992661846158e-10
0.38568226	1.15435950139564e-08	2.3507282677108e-10
0.38954636	8.73241869710946e-09	1.71641525739319e-10
0.39347437	9.11350434867405e-09	1.84349719127104e-10
