#   Data imported from folder=prg HD:Users:ilavsky:Documents:Experiments:ESRF SAXS experiment 5 2008:data colloids:
#   Data file name=colloids_0_0008.dat
#   q[nm-1]colloids_0_0008_Spheres-0.42_trm=0.581773
#   Exported=Sat, Aug 30, 2008 7:28:13 AM
Q_colloids_0_0008	R_colloids_0_0008	S_colloids_0_0008
0.302294	0.159559	0.3994484
0.302634	0.157169	0.3964455
0.302973	0.173925	0.4170431
0.303312	0.183137	0.4279451
0.303651	0.161468	0.4018308
0.30399	0.151578	0.3893302
0.304329	0.156222	0.3952493
0.304668	0.153197	0.3914039
0.305007	0.141807	0.3765727
0.305346	0.146108	0.3822408
0.305685	0.134984	0.3674017
0.306024	0.130503	0.361252
0.306363	0.136756	0.3698054
0.306703	0.125328	0.354017
0.307042	0.123055	0.350792
0.307381	0.10226	0.3197812
0.30772	0.10979	0.3313457
0.308059	0.117034	0.3421023
0.308398	0.112421	0.3352924
0.308737	0.109568	0.3310106
0.309076	0.115232	0.3394584
0.309415	0.11606	0.3406758
0.309754	0.105283	0.3244734
0.310093	0.0919669	0.3032604
0.310432	0.0841528	0.290091
0.310771	0.10155	0.3186691
0.311111	0.109278	0.3305722
0.31145	0.0958751	0.309637
0.311789	0.0868812	0.2947562
0.312128	0.0780139	0.2793097
0.312467	0.0807562	0.2841763
0.312806	0.0831978	0.2884403
0.313145	0.0925279	0.304184
0.313484	0.0740004	0.2720301
0.313823	0.0743132	0.2726045
0.314162	0.0784056	0.28001
0.314501	0.0730305	0.2702416
0.31484	0.0763175	0.2762562
0.315179	0.0797947	0.2824796
0.315519	0.0688223	0.26234
0.315858	0.0735828	0.2712615
0.316197	0.0749242	0.2737229
0.316536	0.0687069	0.26212
0.316875	0.0634243	0.2518418
0.317214	0.0621275	0.2492539
0.317553	0.0597925	0.244525
0.317892	0.0544655	0.2333784
0.318231	0.0621314	0.2492617
0.31857	0.0705343	0.2655829
0.318909	0.0723742	0.2690246
0.319248	0.06407	0.2531205
0.319588	0.0655181	0.2559651
0.319927	0.0720481	0.2684178
0.320266	0.06267	0.2503398
0.320605	0.0637295	0.252447
0.320944	0.0631065	0.2512101
0.321283	0.0652378	0.2554169
0.321622	0.0579986	0.240829
0.321961	0.0354267	0.1882198
0.3223	0.0528062	0.229796
0.322639	0.065026	0.255002
0.322978	0.0613482	0.2476857
0.323317	0.0482462	0.2196502
0.323656	0.0699618	0.2645029
0.323996	0.0617021	0.2483991
0.324335	0.0533318	0.2309368
0.324674	0.0544254	0.2332925
0.325013	0.0598728	0.2446892
0.325352	0.0544557	0.2333575
0.325691	0.0496651	0.2228567
0.32603	0.0514268	0.2267748
0.326369	0.0692999	0.2632487
0.326708	0.0635736	0.252138
0.327047	0.0561484	0.2369565
0.327386	0.0575826	0.2399637
0.327725	0.0720196	0.2683647
0.328064	0.0750261	0.2739089
0.328404	0.0703582	0.2652512
0.328743	0.0668193	0.2584943
0.329082	0.0855504	0.29249
0.329421	0.0770688	0.2776127
0.32976	0.0709032	0.2662765
0.330099	0.054988	0.2344952
0.330438	0.0655749	0.256076
0.330777	0.0677354	0.2602603
0.331116	0.0729947	0.2701753
0.331455	0.0684275	0.2615865
0.331794	0.0598833	0.2447106
0.332133	0.0419444	0.2048033
0.332472	0.0408489	0.2021111
0.332812	0.049745	0.2230359
0.333151	0.0457672	0.2139327
0.33349	0.0465315	0.2157116
0.333829	0.0406173	0.2015373
0.334168	0.0649274	0.2548085
0.334507	0.0714247	0.267254
0.334846	0.0670847	0.2590072
0.335185	0.0434045	0.2083375
0.335524	0.0506631	0.2250846
0.335863	0.0521662	0.2283992
0.336202	0.0541776	0.2327608
0.336541	0.0571147	0.2389868
0.336881	0.0465909	0.2158493
0.33722	0.0445973	0.2111807
0.337559	0.0432177	0.2078887
0.337898	0.0349305	0.186897
0.338237	0.0307849	0.1754563
0.338576	0.0307944	0.1754833
0.338915	0.0191885	0.1385226
0.339254	0.0346121	0.1860433
0.339593	0.0441259	0.2100617
0.339932	0.0313769	0.1771353
0.340271	0.0239953	0.1549042
0.34061	0.0228816	0.1512666
0.340949	0.0256894	0.1602791
0.341288	0.0244437	0.1563448
0.341628	0.0209243	0.1446523
0.341967	0.00712933	0.08443536
0.342306	-0.00549313	NAN
0.342645	0.00269174	0.05188198
0.342984	0.0179501	0.133978
0.343323	0.0139714	0.1182007
0.343662	0.00364722	0.06039222
0.344001	0.0215375	0.1467566
0.34434	0.0295979	0.1720404
0.344679	0.0144787	0.1203275
0.345018	0.00961373	0.09804963
0.345357	0.00479637	0.06925583
0.345696	-0.00593343	NAN
0.346036	-0.00780206	NAN
0.346375	-0.00788702	NAN
0.346714	0.0180438	0.1343272
0.347053	0.00801087	0.08950346
0.347392	0.0118226	0.1087318
0.347731	0.0148152	0.1217177
0.34807	0.0194412	0.1394317
0.348409	0.000680165	0.02607997
0.348748	-0.00876321	NAN
0.349087	-0.0148199	NAN
0.349426	0.00761913	0.08728763
0.349765	0.0125139	0.1118655
0.350104	0.0034153	0.05844057
0.350444	-0.00236524	NAN
0.350783	0.0177229	0.1331274
0.351122	0.0181918	0.134877
0.351461	0.00555971	0.07456346
0.3518	-0.00705512	NAN
0.352139	-0.00353897	NAN
0.352478	0.00593062	0.07701052
0.352817	0.0173912	0.1318757
0.353156	-0.00571804	NAN
0.353495	-0.00768416	NAN
0.353834	0.00910901	0.09544113
0.354173	0.0185931	0.1363565
0.354512	0.0196383	0.1401367
0.354852	0.0286642	0.1693051
0.355191	0.0208662	0.1444514
0.35553	0.0217084	0.1473377
0.355869	0.0198078	0.1407402
0.356208	0.00579559	0.07612877
0.356547	0.0143769	0.1199037
0.356886	0.0141456	0.1189353
0.357225	0.0108831	0.1043221
0.357564	0.0229925	0.1516328
0.357903	0.0249228	0.1578696
0.358242	0.0274631	0.1657199
0.358581	0.0118339	0.1087837
0.35892	0.00340331	0.05833789
0.35926	0.0168178	0.1296835
0.359599	0.0213416	0.1460876
0.359938	0.0252417	0.1588764
0.360277	0.0355926	0.18866
0.360616	0.038228	0.1955198
0.360955	0.0325457	0.1804043
0.361294	0.0240081	0.1549455
0.361633	0.00771053	0.08780962
0.361972	0.0180507	0.1343529
0.362311	0.0127806	0.1130513
0.36265	0.0269089	0.1640393
0.362989	0.0389687	0.1974049
0.363328	0.0293409	0.1712919
0.363668	0.0234392	0.1530987
0.364007	0.0192506	0.1387465
0.364346	0.00698	0.08354639
0.364685	0.0198145	0.140764
0.365024	0.0314969	0.1774737
0.365363	0.0207363	0.144001
0.365702	0.00986889	0.09934229
0.366041	0.00730914	0.08549351
0.36638	0.016111	0.1269291
0.366719	0.00916826	0.09575103
0.367058	0.0108034	0.1039394
0.367397	0.00833922	0.09131933
0.367736	0.0132492	0.1151052
0.368075	0.00324402	0.0569563
0.368415	0.00676812	0.08226858
0.368754	0.0196031	0.1400111
0.369093	0.0121494	0.1102243
0.369432	0.00863595	0.09292981
0.369771	0.0100659	0.100329
0.37011	0.0180687	0.1344199
0.370449	-0.00112207	NAN
0.370788	-0.00760661	NAN
0.371127	-0.003703	NAN
0.371466	-0.00955175	NAN
0.371805	0.00753203	0.08678727
0.372144	0.0190702	0.1380949
0.372483	0.0157432	0.1254719
0.372823	0.0145214	0.1205048
0.373162	0.00420138	0.06481805
0.373501	-0.0074926	NAN
0.37384	-0.0138099	NAN
0.374179	-0.0138612	NAN
0.374518	-0.00885349	NAN
0.374857	-0.0120582	NAN
0.375196	-0.00938983	NAN
0.375535	-0.00627676	NAN
0.375874	-0.0154061	NAN
0.376213	-0.0150585	NAN
0.376552	-0.00344776	NAN
0.376891	-0.0166481	NAN
0.377231	-0.0196678	NAN
0.37757	-0.029859	NAN
0.377909	-0.0229375	NAN
0.378248	-0.0031745	NAN
0.378587	-0.00470116	NAN
0.378926	-0.0150611	NAN
0.379265	-0.00414799	NAN
0.379604	-0.0178141	NAN
0.379943	-0.0287973	NAN
0.380282	-0.00698166	NAN
0.380621	-0.0223568	NAN
0.38096	-0.0211648	NAN
0.381299	-0.0229148	NAN
0.381638	-0.0122759	NAN
0.381978	-0.0107613	NAN
0.382317	-0.0100837	NAN
0.382656	-0.00327954	NAN
0.382995	-0.00473955	NAN
0.383334	-0.0314867	NAN
0.383673	-0.0166609	NAN
0.384012	-0.0036733	NAN
0.384351	0.00277315	0.05266071
0.38469	-0.00381862	NAN
0.385029	0.00107512	0.03278902
0.385368	-0.00245208	NAN
0.385707	-0.0257703	NAN
0.386046	-0.00818551	NAN
0.386386	-0.0125567	NAN
0.386725	-0.0009997051	NAN
0.387064	-0.0110407	NAN
0.387403	-0.011106	NAN
0.387742	0.00740633	0.08606004
0.388081	-0.0195793	NAN
0.38842	-0.0194709	NAN
0.388759	0.0102671	0.1013267
0.389098	0.0120367	0.1097119
0.389437	0.0127953	0.1131163
0.389776	0.00410173	0.06404475
0.390115	-0.00450775	NAN
0.390454	-0.0180455	NAN
0.390793	0.00752615	0.08675338
0.391133	0.0151728	0.1231779
0.391472	0.00794498	0.08913462
0.391811	0.0061155	0.07820166
0.39215	-0.0112721	NAN
0.392489	-0.00803176	NAN
0.392828	-0.0134751	NAN
0.393167	0.0123079	0.110941
0.393506	0.0229926	0.1516331
0.393845	0.00466309	0.06828682
0.394184	0.0104826	0.1023846
0.394523	0.0234556	0.1531522
0.394862	0.00677145	0.08228882
0.395201	-0.0148128	NAN
0.395541	-0.0171708	NAN
0.39588	-0.0143436	NAN
0.396219	-0.00567177	NAN
0.396558	0.000666939	0.02582516
0.396897	0.0173073	0.1315572
0.397236	0.0080241	0.08957734
0.397575	-0.017886	NAN
0.397914	-0.0229095	NAN
0.398253	-0.0169316	NAN
0.398592	-0.0113178	NAN
0.398931	0.000495644	0.02226306
0.39927	0.00715391	0.08458079
0.399609	0.0176136	0.1327162
0.399948	-0.00570761	NAN
0.400288	-0.0206425	NAN
0.400627	-0.0173655	NAN
0.400966	-0.0023786	NAN
0.401305	-0.0218325	NAN
0.401644	-0.0174045	NAN
0.401983	-0.0159866	NAN
0.402322	-0.0579063	NAN
0.402661	-0.0280179	NAN
0.403	-0.012861	NAN
0.403339	0.0126252	0.1123619
0.403678	0.00795881	0.08921216
0.404017	-0.0112799	NAN
0.404356	-0.00251727	NAN
0.404695	0.00252579	0.05025724
0.405035	0.00310768	0.05574657
0.405374	-0.0374339	NAN
0.405713	-0.0438926	NAN
0.406052	-0.0331198	NAN
0.406391	-0.0193638	NAN
0.40673	0.00561459	0.07493056
0.407069	-0.0044921	NAN
0.407408	-0.0229639	NAN
0.407747	-0.0243752	NAN
0.408086	-0.0099065	NAN
0.408425	-0.00534115	NAN
0.408764	-0.0413896	NAN
0.409103	-0.0265403	NAN
0.409442	-0.0159725	NAN
0.409782	-0.0297369	NAN
0.410121	-0.0287627	NAN
0.41046	-0.0475152	NAN
0.410799	-0.0370103	NAN
0.411138	-0.0339922	NAN
0.411477	-0.0615161	NAN
0.411816	-0.0419235	NAN
0.412155	-0.0171839	NAN
0.412494	-0.0253211	NAN
0.412833	-0.0270688	NAN
0.413172	-0.00557624	NAN
0.413511	-0.0294269	NAN
0.41385	-0.0460767	NAN
0.41419	-0.017806	NAN
0.414529	0.012795	0.113115
0.414868	-0.019771	NAN
0.415207	-0.0225187	NAN
0.415546	-0.0281498	NAN
0.415885	-0.00750569	NAN
0.416224	-0.0147711	NAN
0.416563	-0.0234607	NAN
0.416902	-0.0375093	NAN
0.417241	-0.0181011	NAN
0.41758	-0.00964856	NAN
0.417919	-0.00999264	NAN
0.418258	-0.00312143	NAN
0.418597	-0.0013539	NAN
0.418936	-0.0151488	NAN
0.419276	-0.0135274	NAN
0.419615	-0.00279336	NAN
0.419954	-0.0236042	NAN
0.420293	-0.0290003	NAN
0.420632	-0.0481663	NAN
0.420971	-0.031966	NAN
0.42131	-0.0446779	NAN
0.421649	-0.0312977	NAN
0.421988	-0.0177768	NAN
0.422327	0.000573367	0.02394508
0.422666	-0.00883236	NAN
0.423005	-0.00210734	NAN
0.423344	-0.00741282	NAN
0.423683	-0.0387031	NAN
0.424023	-0.012715	NAN
0.424362	-0.0229014	NAN
0.424701	-0.0509456	NAN
0.42504	-0.028535	NAN
0.425379	-0.0417384	NAN
0.425718	-0.0353516	NAN
0.426057	-0.00239872	NAN
0.426396	-0.0307389	NAN
0.426735	-0.0538866	NAN
0.427074	-0.0330615	NAN
0.427413	-0.0189462	NAN
0.427752	-0.027545	NAN
0.428091	0.00392766	0.06267105
0.42843	-0.00429864	NAN
0.42877	-0.0455392	NAN
0.429109	-0.0277755	NAN
0.429448	-0.0455736	NAN
0.429787	-0.0644217	NAN
0.430126	-0.0520214	NAN
0.430465	-0.0730671	NAN
0.430804	-0.0411611	NAN
0.431143	-0.0154839	NAN
0.431482	-0.0121655	NAN
0.431821	-0.0522761	NAN
0.43216	-0.0592624	NAN
0.432499	-0.0416119	NAN
0.432838	-0.0271349	NAN
0.433178	-0.0108839	NAN
0.433517	-0.01949	NAN
0.433856	-0.0243068	NAN
0.434195	-0.0671322	NAN
0.434534	-0.0646532	NAN
0.434873	-0.0534586	NAN
0.435212	-0.0543189	NAN
0.435551	-0.0605013	NAN
0.43589	-0.0678792	NAN
0.436229	-0.0438172	NAN
0.436568	-0.0537472	NAN
0.436907	-0.0398735	NAN
0.437246	-0.0399618	NAN
0.437585	-0.0472774	NAN
0.437924	-0.0415838	NAN
0.438264	-0.0515699	NAN
0.438603	-0.0724641	NAN
0.438942	-0.060752	NAN
0.439281	-0.106626	NAN
0.43962	-0.109203	NAN
0.439959	-0.0871778	NAN
0.440298	-0.0623416	NAN
0.440637	-0.0506971	NAN
0.440976	-0.0509372	NAN
0.441315	-0.0644669	NAN
0.441654	-0.0687248	NAN
0.441993	-0.061093	NAN
0.442332	-0.0664377	NAN
0.442671	-0.0544965	NAN
0.443011	-0.0670818	NAN
0.44335	-0.0097478	NAN
0.443689	-0.0379103	NAN
0.444028	-0.0518723	NAN
0.444367	-0.0726646	NAN
0.444706	-0.0585758	NAN
0.445045	-0.0769937	NAN
0.445384	-0.0748425	NAN
0.445723	-0.0416821	NAN
0.446062	-0.0248929	NAN
0.446401	-0.0581098	NAN
0.44674	-0.0987366	NAN
0.447079	-0.0792424	NAN
0.447418	-0.0597922	NAN
0.447757	-0.0117533	NAN
0.448097	-0.051661	NAN
0.448436	-0.0714483	NAN
0.448775	-0.0551027	NAN
0.449114	-0.016161	NAN
0.449453	-0.041172	NAN
0.449792	-0.0643899	NAN
0.450131	-0.0589379	NAN
0.45047	-0.0599241	NAN
0.450809	-0.066573	NAN
0.451148	-0.0331361	NAN
0.451487	-0.0364004	NAN
0.451826	-0.0635376	NAN
0.452165	0.00272196	0.05217241
0.452504	-0.0154937	NAN
0.452844	-0.0471067	NAN
0.453183	-0.0846414	NAN
0.453522	-0.124225	NAN
0.453861	-0.14525	NAN
0.4542	-0.125608	NAN
0.454539	-0.116425	NAN
0.454878	-0.0547142	NAN
0.455217	-0.045325	NAN
0.455556	-0.0661601	NAN
0.455895	-0.0497289	NAN
0.456234	-0.0644592	NAN
0.456573	-0.0500612	NAN
0.456912	-0.0545406	NAN
0.457251	-0.0830596	NAN
0.45759	-0.0920513	NAN
0.457929	-0.0543474	NAN
0.458269	-0.0543085	NAN
0.458608	-0.0467467	NAN
0.458947	-0.109397	NAN
0.459286	-0.0725151	NAN
0.459625	-0.0101949	NAN
0.459964	-0.0324334	NAN
0.460303	-0.0307416	NAN
0.460642	-0.0676624	NAN
0.460981	-0.0331666	NAN
0.46132	-0.0287503	NAN
0.461659	-0.0890341	NAN
0.461998	-0.0829568	NAN
0.462337	-0.0582549	NAN
0.462676	-0.0553208	NAN
0.463016	-0.0535449	NAN
0.463355	-0.0312094	NAN
0.463694	-0.0287834	NAN
0.464033	-0.0984738	NAN
0.464372	-0.0784916	NAN
0.464711	-0.0268225	NAN
0.46505	-0.0471066	NAN
0.465389	-0.0592849	NAN
0.465728	-0.0946281	NAN
0.466067	-0.0576917	NAN
0.466406	-0.036318	NAN
0.466745	-0.031454	NAN
0.467084	-0.0421511	NAN
0.467423	-0.0874436	NAN
0.467762	-0.112298	NAN
0.468102	-0.084889	NAN
0.468441	-0.107626	NAN
0.46878	-0.12066	NAN
0.469119	-0.0625039	NAN
0.469458	-0.0979472	NAN
0.469797	-0.112939	NAN
0.470136	-0.0788709	NAN
0.470475	-0.0809356	NAN
0.470814	-0.123069	NAN
0.471153	-0.0791158	NAN
0.471492	-0.136534	NAN
0.471831	-0.149557	NAN
0.47217	-0.136811	NAN
0.472509	-0.144214	NAN
0.472849	-0.113476	NAN
0.473188	-0.0965389	NAN
0.473527	-0.0997122	NAN
0.473866	-0.108805	NAN
0.474205	-0.125268	NAN
0.474544	-0.134929	NAN
0.474883	-0.0766115	NAN
0.475222	-0.0948305	NAN
0.475561	-0.141958	NAN
0.4759	-0.117174	NAN
0.476239	-0.13703	NAN
0.476578	-0.151833	NAN
0.476917	-0.133786	NAN
0.477256	-0.0713051	NAN
0.477595	-0.110683	NAN
0.477934	-0.0574971	NAN
0.478274	-0.0818717	NAN
0.478613	-0.18262	NAN
0.478952	-0.161324	NAN
0.479291	-0.0781792	NAN
0.47963	-0.0732732	NAN
0.479969	-0.159647	NAN
0.480308	-0.0627252	NAN
0.480647	-0.0285884	NAN
0.480986	-0.108271	NAN
0.481325	-0.171266	NAN
0.481664	-0.117785	NAN
0.482003	-0.0701619	NAN
0.482342	-0.113246	NAN
0.482681	-0.0315398	NAN
0.48302	0.0398964	0.1997408
0.48336	0.066266	0.2574218
0.483699	-0.0800511	NAN
0.484038	-0.21884	NAN
0.484377	-0.0936158	NAN
0.484716	-0.109838	NAN
0.485055	-0.188922	NAN
0.485394	-0.0814161	NAN
0.485733	-0.0408523	NAN
0.486072	-0.046365	NAN
0.486411	-0.0657225	NAN
0.48675	-0.118808	NAN
0.487089	-0.0687945	NAN
0.487428	0.0334223	0.1828177
0.487767	-0.0465611	NAN
0.488106	0.0464815	0.2155957
0.488445	-0.177343	NAN
0.488785	-0.00112002	NAN
0.489124	-0.0153481	NAN
0.489463	-0.288389	NAN
0.489802	-0.275396	NAN
0.490141	-0.240307	NAN
0.49048	-0.142346	NAN
0.490819	-0.175035	NAN
0.491158	-0.367253	NAN
0.491497	-0.335253	NAN
0.491836	-0.312676	NAN
0.492175	-0.341937	NAN
0.492514	-0.141026	NAN
0.492853	-0.0827121	NAN
0.493192	-0.486196	NAN
0.493531	-0.481647	NAN
