#   Data imported from folder=prg HD:Users:ilavsky:Documents:Experiments:ESRF SAXS experiment 5 2008:data colloids:
#   Data file name=colloids_0_0005.dat
#   q[nm-1]colloids_0_0005_Spheres-0.05_trm=0.537848
#   Exported=Sat, Aug 30, 2008 7:27:59 AM
Q_colloids_0_0005	R_colloids_0_0005	S_colloids_0_0005
0.293139	0.0331992	0.1822065
0.293478	0.0345535	0.1858857
0.293817	0.0342413	0.1850441
0.294157	0.0310004	0.1760693
0.294496	0.0306113	0.1749609
0.294835	0.0320716	0.1790855
0.295174	0.0374694	0.1935701
0.295513	0.0343315	0.1852876
0.295852	0.0317403	0.1781581
0.296191	0.0341444	0.184782
0.29653	0.0306382	0.1750377
0.296869	0.0291637	0.1707738
0.297208	0.0338672	0.1840304
0.297547	0.0332869	0.182447
0.297886	0.0342341	0.1850246
0.298226	0.0373966	0.193382
0.298565	0.0384009	0.1959615
0.298904	0.034671	0.1862015
0.299243	0.031787	0.1782891
0.299582	0.033672	0.1834993
0.299921	0.033567	0.183213
0.30026	0.0338494	0.1839821
0.300599	0.0339865	0.1843543
0.300938	0.0341525	0.1848039
0.301277	0.0349953	0.1870703
0.301616	0.0331349	0.1820299
0.301955	0.0355162	0.1884574
0.302294	0.0367662	0.1917451
0.302634	0.0345212	0.1857988
0.302973	0.0274893	0.165799
0.303312	0.0305316	0.1747329
0.303651	0.0323484	0.1798566
0.30399	0.0334702	0.1829486
0.304329	0.03271	0.1808591
0.304668	0.0286156	0.1691615
0.305007	0.0312913	0.1768935
0.305346	0.0358981	0.1894679
0.305685	0.0363282	0.1905996
0.306024	0.0315133	0.1775199
0.306363	0.0291759	0.1708095
0.306703	0.0306596	0.1750988
0.307042	0.0296483	0.1721868
0.307381	0.0290025	0.1703012
0.30772	0.0295635	0.1719404
0.308059	0.0267163	0.1634512
0.308398	0.0268229	0.163777
0.308737	0.0296073	0.1720677
0.309076	0.0300032	0.1732143
0.309415	0.0285004	0.1688206
0.309754	0.0238892	0.1545613
0.310093	0.026722	0.1634687
0.310432	0.0303264	0.1741448
0.310771	0.0241084	0.1552688
0.311111	0.0252474	0.1588943
0.31145	0.0252589	0.1589305
0.311789	0.0243436	0.1560244
0.312128	0.025423	0.1594459
0.312467	0.0259931	0.1612238
0.312806	0.0263172	0.1622258
0.313145	0.0262942	0.1621549
0.313484	0.0214049	0.1463041
0.313823	0.0225119	0.1500397
0.314162	0.0217236	0.1473893
0.314501	0.0228047	0.1510123
0.31484	0.0221314	0.1487663
0.315179	0.022824	0.1510761
0.315519	0.018266	0.1351518
0.315858	0.022212	0.1490369
0.316197	0.0216522	0.1471469
0.316536	0.0241314	0.1553428
0.316875	0.0256449	0.1601402
0.317214	0.023112	0.1520263
0.317553	0.0231595	0.1521825
0.317892	0.0222603	0.1491989
0.318231	0.0225551	0.1501836
0.31857	0.0212415	0.1457446
0.318909	0.0202187	0.1421925
0.319248	0.0172597	0.1313762
0.319588	0.014749	0.1214455
0.319927	0.0122339	0.110607
0.320266	0.0159408	0.1262569
0.320605	0.0146878	0.1211932
0.320944	0.0147372	0.1213969
0.321283	0.0207968	0.1442109
0.321622	0.0209009	0.1445714
0.321961	0.0160933	0.1268594
0.3223	0.0172675	0.1314059
0.322639	0.0186836	0.136688
0.322978	0.0219534	0.1481668
0.323317	0.0230086	0.1516859
0.323656	0.0202033	0.1421383
0.323996	0.0170757	0.130674
0.324335	0.0189013	0.137482
0.324674	0.0199338	0.1411871
0.325013	0.019365	0.1391582
0.325352	0.0201729	0.1420313
0.325691	0.0213212	0.1460178
0.32603	0.0207276	0.1439708
0.326369	0.02083	0.144326
0.326708	0.019851	0.1408936
0.327047	0.0224186	0.1497284
0.327386	0.0203085	0.1425079
0.327725	0.024326	0.155968
0.328064	0.0216165	0.1470255
0.328404	0.018182	0.1348407
0.328743	0.0209093	0.1446005
0.329082	0.0206636	0.1437484
0.329421	0.0241885	0.1555265
0.32976	0.027519	0.1658885
0.330099	0.0236214	0.1536926
0.330438	0.0267535	0.163565
0.330777	0.0250291	0.1582059
0.331116	0.019662	0.1402213
0.331455	0.0179253	0.1338854
0.331794	0.0202739	0.1423865
0.332133	0.0247779	0.15741
0.332472	0.0258819	0.1608785
0.332812	0.0284516	0.168676
0.333151	0.0289193	0.1700568
0.33349	0.0279289	0.1671194
0.333829	0.0267355	0.1635099
0.334168	0.0246882	0.1571248
0.334507	0.0227491	0.150828
0.334846	0.0271245	0.1646952
0.335185	0.028342	0.1683508
0.335524	0.0250536	0.1582833
0.335863	0.0224924	0.1499747
0.336202	0.0215295	0.1467293
0.336541	0.0261314	0.1616521
0.336881	0.0240721	0.1551519
0.33722	0.0212341	0.1457193
0.337559	0.0213994	0.1462853
0.337898	0.0227127	0.1507073
0.338237	0.0237769	0.1541976
0.338576	0.02382	0.1543373
0.338915	0.0230135	0.151702
0.339254	0.0206328	0.1436412
0.339593	0.0205366	0.143306
0.339932	0.0177368	0.1331796
0.340271	0.0178915	0.1337591
0.34061	0.0182085	0.1349389
0.340949	0.0148312	0.1217834
0.341288	0.0169373	0.1301434
0.341628	0.0148946	0.1220434
0.341967	0.0180853	0.1344816
0.342306	0.0207789	0.1441489
0.342645	0.0171398	0.1309191
0.342984	0.0180211	0.1342427
0.343323	0.0178356	0.13355
0.343662	0.0183967	0.1356344
0.344001	0.0199375	0.1412002
0.34434	0.0182838	0.1352176
0.344679	0.01994	0.1412091
0.345018	0.0160464	0.1266744
0.345357	0.0143463	0.119776
0.345696	0.0155859	0.1248435
0.346036	0.018218	0.1349741
0.346375	0.0161347	0.1270224
0.346714	0.0184775	0.135932
0.347053	0.018344	0.13544
0.347392	0.016392	0.1280312
0.347731	0.0134555	0.1159978
0.34807	0.013562	0.116456
0.348409	0.0125229	0.1119058
0.348748	0.0141837	0.1190953
0.349087	0.0119955	0.109524
0.349426	0.0121152	0.1100691
0.349765	0.0127175	0.1127719
0.350104	0.0107539	0.103701
0.350444	0.00871581	0.0933585
0.350783	0.0123696	0.1112187
0.351122	0.0147245	0.1213446
0.351461	0.0151228	0.1229748
0.3518	0.0156968	0.1252869
0.352139	0.0174533	0.1321109
0.352478	0.0151864	0.1232331
0.352817	0.0161416	0.1270496
0.353156	0.017966	0.1340373
0.353495	0.0190836	0.1381434
0.353834	0.0148972	0.1220541
0.354173	0.0145257	0.1205226
0.354512	0.0188193	0.1371835
0.354852	0.0127197	0.1127817
0.355191	0.0102734	0.1013578
0.35553	0.0148062	0.1216807
0.355869	0.0132476	0.1150982
0.356208	0.0158916	0.1260619
0.356547	0.0165708	0.1287276
0.356886	0.0161678	0.1271527
0.357225	0.0155127	0.12455
0.357564	0.0195219	0.1397208
0.357903	0.0159035	0.1261091
0.358242	0.0162507	0.1274782
0.358581	0.024722	0.1572323
0.35892	0.0232307	0.1524162
0.35926	0.0160402	0.1266499
0.359599	0.0159612	0.1263376
0.359938	0.01511	0.1229227
0.360277	0.0121277	0.1101258
0.360616	0.01572	0.1253794
0.360955	0.0167431	0.1293951
0.361294	0.0146316	0.1209612
0.361633	0.0161116	0.1269315
0.361972	0.0201516	0.1419563
0.362311	0.0160918	0.1268535
0.36265	0.0122651	0.1107479
0.362989	0.0137423	0.1172276
0.363328	0.0132797	0.1152376
0.363668	0.012619	0.1123343
0.364007	0.0134551	0.1159961
0.364346	0.0179288	0.1338985
0.364685	0.0196099	0.1400353
0.365024	0.0159144	0.1261523
0.365363	0.0123789	0.1112605
0.365702	0.0129962	0.1140009
0.366041	0.0139236	0.1179983
0.36638	0.0147048	0.1212633
0.366719	0.0160203	0.1265713
0.367058	0.0179579	0.1340071
0.367397	0.0116246	0.1078174
0.367736	0.00950701	0.09750389
0.368075	0.0165016	0.1284586
0.368415	0.0156725	0.1251899
0.368754	0.0144404	0.1201682
0.369093	0.014472	0.1202996
0.369432	0.0154643	0.1243555
0.369771	0.0195886	0.1399593
0.37011	0.0150045	0.1224929
0.370449	0.0120907	0.1099577
0.370788	0.0124565	0.1116087
0.371127	0.011091	0.1053138
0.371466	0.0167768	0.1295253
0.371805	0.0157546	0.1255173
0.372144	0.00992561	0.09962736
0.372483	0.00942688	0.09709212
0.372823	0.0101532	0.1007631
0.373162	0.00759438	0.08714574
0.373501	0.00699431	0.08363199
0.37384	0.00920639	0.09594993
0.374179	0.0106816	0.1033518
0.374518	0.0131544	0.1146926
0.374857	0.0119107	0.1091362
0.375196	0.0159244	0.1261919
0.375535	0.0169715	0.1302747
0.375874	0.00873072	0.09343832
0.376213	0.0162991	0.1276679
0.376552	0.0188391	0.1372556
0.376891	0.0253178	0.1591157
0.377231	0.024183	0.1555088
0.37757	0.0200204	0.1414935
0.377909	0.0166823	0.12916
0.378248	0.0119086	0.1091265
0.378587	0.010038	0.1001898
0.378926	0.011698	0.1081573
0.379265	0.00723453	0.08505604
0.379604	0.0087986	0.09380085
0.379943	0.0134636	0.1160327
0.380282	0.0130099	0.114061
0.380621	0.0128898	0.1135333
0.38096	0.0160815	0.1268129
0.381299	0.0209753	0.1448285
0.381638	0.0215968	0.1469585
0.381978	0.0150367	0.1226242
0.382317	0.0131797	0.1148029
0.382656	0.0127495	0.1129137
0.382995	0.0127488	0.1129106
0.383334	0.010837	0.1041009
0.383673	0.0144054	0.1200225
0.384012	0.0167854	0.1295585
0.384351	0.0138422	0.1176529
0.38469	0.0124508	0.1115832
0.385029	0.0172845	0.1314705
0.385368	0.0131834	0.114819
0.385707	0.00355819	0.05965057
0.386046	0.00506099	0.07114063
0.386386	0.0104	0.1019804
0.386725	0.0143043	0.1196006
0.387064	0.0163222	0.1277584
0.387403	0.00902975	0.095025
0.387742	0.00842413	0.09178306
0.388081	0.00829036	0.09105141
0.38842	0.0158357	0.12584
0.388759	0.0129185	0.1136596
0.389098	0.0123721	0.1112299
0.389437	0.0178714	0.1336839
0.389776	0.0114164	0.1068476
0.390115	0.0126737	0.1125775
0.390454	0.0212885	0.1459058
0.390793	0.0234033	0.1529814
0.391133	0.0219217	0.1480598
0.391472	0.0120658	0.1098444
0.391811	0.00967938	0.09838384
0.39215	0.0157484	0.1254926
0.392489	0.0162853	0.1276139
0.392828	0.0144673	0.1202801
0.393167	0.0182634	0.1351421
0.393506	0.0171737	0.1310485
0.393845	0.0180169	0.1342271
0.394184	0.0189501	0.1376594
0.394523	0.0188612	0.1373361
0.394862	0.013063	0.1142935
0.395201	0.0104578	0.1022634
0.395541	0.0151339	0.1230199
0.39588	0.0121236	0.1101072
0.396219	0.0121922	0.1104183
0.396558	0.0135783	0.116526
0.396897	0.0145216	0.1205056
0.397236	0.0205992	0.1435242
0.397575	0.0211283	0.1453558
0.397914	0.0126721	0.1125704
0.398253	0.0113541	0.1065556
0.398592	0.0137331	0.1171883
0.398931	0.0113871	0.1067104
0.39927	0.0132585	0.1151456
0.399609	0.0083425	0.09133729
0.399948	0.0081199	0.09011049
0.400288	0.016205	0.1272989
0.400627	0.0154982	0.1244918
0.400966	0.0117689	0.1084846
0.401305	0.0122918	0.1108684
0.401644	0.00778413	0.08822772
0.401983	0.0058471	0.07646634
0.402322	0.0117737	0.1085067
0.402661	0.0204887	0.1431387
0.403	0.0233954	0.1529555
0.403339	0.0213582	0.1461444
0.403678	0.0174335	0.132036
0.404017	0.0157109	0.1253431
0.404356	0.01658	0.1287633
0.404695	0.0103123	0.1015495
0.405035	0.0142051	0.1191851
0.405374	0.0145534	0.1206375
0.405713	0.0141372	0.1189
0.406052	0.0197973	0.1407029
0.406391	0.0144168	0.12007
0.40673	0.0105402	0.1026655
0.407069	0.0178248	0.1335095
0.407408	0.018324	0.1353662
0.407747	0.01944	0.1394274
0.408086	0.0195082	0.1396718
0.408425	0.0205197	0.143247
0.408764	0.0242818	0.1558262
0.409103	0.0242833	0.155831
0.409442	0.0220845	0.1486086
0.409782	0.0244794	0.1564589
0.410121	0.0285517	0.1689725
0.41046	0.0235885	0.1535855
0.410799	0.00923332	0.09609017
0.411138	0.0142533	0.1193872
0.411477	0.0146893	0.1211994
0.411816	0.0218704	0.1478864
0.412155	0.0223243	0.1494132
0.412494	0.0207822	0.1441603
0.412833	0.0243284	0.1559756
0.413172	0.0265616	0.1629773
0.413511	0.0254249	0.1594519
0.41385	0.0204378	0.1429608
0.41419	0.0229628	0.1515348
0.414529	0.0199121	0.1411102
0.414868	0.0182515	0.1350981
0.415207	0.0298634	0.1728103
0.415546	0.0286134	0.169155
0.415885	0.0328315	0.1811946
0.416224	0.0252256	0.1588257
0.416563	0.01756	0.1325141
0.416902	0.0189283	0.1375802
0.417241	0.0219927	0.1482994
0.41758	0.0158776	0.1260063
0.417919	0.0214892	0.1465919
0.418258	0.0187839	0.1370544
0.418597	0.0126522	0.112482
0.418936	0.0177489	0.133225
0.419276	0.0216813	0.1472457
0.419615	0.0242095	0.155594
0.419954	0.0225442	0.1501473
0.420293	0.0217205	0.1473788
0.420632	0.0300283	0.1732868
0.420971	0.0272088	0.1649509
0.42131	0.0261605	0.1617421
0.421649	0.0245059	0.1565436
0.421988	0.0253342	0.1591672
0.422327	0.0221125	0.1487027
0.422666	0.0221297	0.1487605
0.423005	0.0274105	0.1655612
0.423344	0.0235376	0.1534197
0.423683	0.0245071	0.1565474
0.424023	0.0239835	0.1548661
0.424362	0.0261237	0.1616283
0.424701	0.0186698	0.1366375
0.42504	0.0132243	0.114997
0.425379	0.0205471	0.1433426
0.425718	0.0219436	0.1481337
0.426057	0.0283339	0.1683268
0.426396	0.0277523	0.1665902
0.426735	0.0221868	0.1489524
0.427074	0.00913264	0.09556485
0.427413	0.0120077	0.1095797
0.427752	0.0087549	0.09356762
0.428091	0.0142406	0.119334
0.42843	0.0209285	0.1446669
0.42877	0.0229489	0.1514889
0.429109	0.0242296	0.1556586
0.429448	0.0101482	0.1007383
0.429787	0.0105819	0.1028684
0.430126	0.0123217	0.1110032
0.430465	0.0207582	0.1440771
0.430804	0.022883	0.1512713
0.431143	0.010476	0.1023523
0.431482	0.00327132	0.05719545
0.431821	0.0106092	0.103001
0.43216	0.0188208	0.1371889
0.432499	0.0151987	0.123283
0.432838	0.0100179	0.1000895
0.433178	0.0115345	0.1073988
0.433517	0.018361	0.1355028
0.433856	0.0137691	0.1173418
0.434195	0.00575305	0.07584886
0.434534	0.0111483	0.1055855
0.434873	0.0189562	0.1376815
0.435212	0.011162	0.1056504
0.435551	0.0133647	0.1156058
0.43589	0.0213945	0.1462686
0.436229	0.0185793	0.1363059
0.436568	0.0163645	0.1279238
0.436907	0.0241978	0.1555564
0.437246	0.0236972	0.1539389
0.437585	0.0109788	0.1047798
0.437924	0.0199043	0.1410826
0.438264	0.0216971	0.1472993
0.438603	0.0238755	0.154517
0.438942	0.0215366	0.1467535
0.439281	0.0128979	0.1135689
0.43962	0.00349464	0.05911548
0.439959	0.0116656	0.1080074
0.440298	0.0130098	0.1140605
0.440637	0.0108379	0.1041052
0.440976	0.00451419	0.06718772
0.441315	0.0147999	0.1216548
0.441654	0.0211364	0.1453836
0.441993	0.0213752	0.1462026
0.442332	0.0217071	0.1473333
0.442671	0.0127979	0.1131278
0.443011	0.0147513	0.1214549
0.44335	0.0298503	0.1727724
0.443689	0.023576	0.1535448
0.444028	0.0173785	0.1318275
0.444367	0.0205415	0.1433231
0.444706	0.00475988	0.06899188
0.445045	-0.00132878	NAN
0.445384	-0.00486992	NAN
0.445723	-0.00050133	NAN
0.446062	0.00760972	0.08723371
0.446401	0.00817798	0.09043218
0.44674	0.00693677	0.08328728
0.447079	0.0148968	0.1220524
0.447418	0.0146023	0.12084
0.447757	0.00845327	0.09194167
0.448097	0.0194411	0.1394313
0.448436	0.0137116	0.1170965
0.448775	0.0145482	0.1206159
0.449114	0.0228642	0.1512091
0.449453	0.0174804	0.1322135
0.449792	0.0241451	0.1553869
0.450131	0.0139929	0.1182916
0.45047	0.00754027	0.08683473
0.450809	0.0178795	0.1337142
0.451148	0.0232987	0.1526391
0.451487	0.0136929	0.1170167
0.451826	0.0109427	0.1046074
0.452165	0.0138834	0.1178278
0.452504	0.0141191	0.1188238
0.452844	0.0340975	0.1846551
0.453183	0.0180742	0.1344403
0.453522	0.00346241	0.05884225
0.453861	0.0133031	0.1153391
0.4542	0.00609599	0.07807682
0.454539	-0.00307532	NAN
0.454878	-0.00100718	NAN
0.455217	0.00339772	0.05828996
0.455556	0.0116476	0.107924
0.455895	0.0225533	0.1501776
0.456234	0.0141267	0.1188558
0.456573	-0.00232868	NAN
0.456912	0.00731152	0.08550743
0.457251	0.020475	0.1430909
0.45759	0.0119037	0.1091041
0.457929	0.0263878	0.1624432
0.458269	0.0246273	0.1569309
0.458608	0.00586179	0.07656233
0.458947	0.0171073	0.1307949
0.459286	0.0157552	0.1255197
0.459625	0.0183009	0.1352808
0.459964	0.00623598	0.07896822
0.460303	0.00583312	0.07637487
0.460642	0.00284082	0.05329935
0.460981	0.00785517	0.0886294
0.46132	0.00987451	0.09937057
0.461659	0.0248537	0.1576506
0.461998	0.0291196	0.1706447
0.462337	0.0179022	0.1337991
0.462676	0.0168356	0.1297521
0.463016	0.0153001	0.1236936
0.463355	0.0185932	0.1363569
0.463694	0.0292483	0.1710213
0.464033	0.0180778	0.1344537
0.464372	0.0138143	0.1175343
0.464711	0.0229956	0.151643
0.46505	0.0096202	0.09808262
0.465389	0.0160252	0.1265907
0.465728	0.00110496	0.03324094
0.466067	0.00994562	0.09972773
0.466406	0.0261168	0.1616069
0.466745	0.0378241	0.1944842
0.467084	0.0319117	0.1786385
0.467423	0.0232553	0.1524969
0.467762	0.0247346	0.1572724
0.468102	0.0138484	0.1176792
0.468441	0.00545748	0.07387476
0.46878	0.00335359	0.05791019
0.469119	0.0107781	0.1038176
0.469458	0.00591921	0.0769364
0.469797	0.00271144	0.05207149
0.470136	0.0335718	0.1832261
0.470475	0.0457527	0.2138988
0.470814	0.040975	0.2024228
0.471153	0.0192845	0.1388686
0.471492	0.0207506	0.1440507
0.471831	0.0177731	0.1333158
0.47217	0.0156675	0.1251699
0.472509	0.0353144	0.1879213
0.472849	0.0375616	0.1938082
0.473188	0.028013	0.1673708
0.473527	0.0438878	0.2094942
0.473866	0.0448098	0.2116833
0.474205	0.0615338	0.2480601
0.474544	0.0355042	0.1884256
0.474883	0.0496878	0.2229076
0.475222	0.069826	0.2642461
0.475561	0.0485539	0.2203495
0.4759	0.00568997	0.07543189
0.476239	0.0328189	0.1811599
0.476578	0.058364	0.2415864
0.476917	0.0396241	0.199058
0.477256	0.0360246	0.1898015
0.477595	0.0343978	0.1854664
0.477934	0.018105	0.1345548
0.478274	0.0258771	0.1608636
0.478613	0.0461669	0.2148648
0.478952	0.0276744	0.1663562
0.479291	0.0189565	0.1376826
0.47963	0.0242979	0.1558778
0.479969	0.0555445	0.2356788
0.480308	0.0597973	0.2445349
0.480647	0.0398131	0.1995322
0.480986	0.0266059	0.1631131
0.481325	0.0496423	0.2228055
0.481664	0.0269521	0.164171
0.482003	0.0339178	0.1841679
0.482342	0.0442998	0.2104752
0.482681	0.0487303	0.2207494
0.48302	0.0463443	0.2152773
0.48336	0.0314327	0.1772927
0.483699	0.052623	0.229397
0.484038	0.0370608	0.1925118
0.484377	0.00296805	0.05447982
0.484716	0.0347987	0.1865441
0.485055	0.0106582	0.1032386
0.485394	0.00190461	0.04364184
0.485733	0.0308723	0.1757051
0.486072	0.025207	0.1587671
0.486411	0.0213652	0.1461684
0.48675	0.00129433	0.0359768
0.487089	0.0428324	0.2069599
0.487428	0.0115462	0.1074532
0.487767	-0.00512343	NAN
0.488106	0.0276237	0.1662038
0.488445	0.0228075	0.1510215
0.488785	-0.0111939	NAN
0.489124	-0.0198122	NAN
0.489463	-0.0534234	NAN
0.489802	-0.0422164	NAN
0.490141	-0.0468317	NAN
0.49048	-0.0275541	NAN
0.490819	0.0183753	0.1355555
0.491158	0.00329886	0.0574357
0.491497	-0.0210019	NAN
0.491836	-0.0479093	NAN
0.492175	-0.0317745	NAN
0.492514	0.0434665	0.2084862
0.492853	-0.0437766	NAN
0.493192	0.00157838	0.03972883
0.493531	0.0215606	0.1468353
