SMR_Int	SMR_Error	SMR_Qvec
1550.96211610675	51.49286	-0.000487904876604119
1638.67066580473	54.70226	-0.000468407723923148
1693.79495529756	57.72146	-0.000448910571240745
1772.78050883335	67.89201	-0.000410009109456104
2070.022365163	73.43427	-0.000400260533113091
2103.66221858454	82.5353	-0.000371014804082248
2514.35235739267	89.31577	-0.000361359071322289
2886.54563105594	117.5413	-0.000312616189597358
3134.67917410662	131.9223	-0.000302867613251626
3397.04906481648	148.3644	-0.000283463304143726
3404.03768259801	175.0159	-0.000263966151450714
3999.95861549297	204.856	-0.000254217575103902
4803.82815774535	336.7562	-0.000215316113299049
3838.95233798554	433.2869	-0.000195818960603479
5761.87498996301	612.3441	-0.000186070384255465
4636.48164789202	1068.346	-0.00016657323155902
13535.1742892487	2362.485	-0.000147168922446338
-31464.8918005862	17387.21	-0.000117923193400086
-86278.2590391682	33869.8	-0.000108174617051145
502856.351328416	95693.55	-8.87703079373008e-05
-312179.768561681	230018.2	-6.92731552389092e-05
938005.416832494	474764.1	-5.95245788896304e-05
-887310.938275416	867443.8	-2.06231170764151e-05
1277554.13298102	917993.7	-1.08745407269835e-05
911726.77357626	886917.6	8.62261197189707e-06
1230518.53073313	763725.9	2.81197646707513e-05
1431688.32614762	366947.9	6.70212264838639e-05
1201571.45369224	232952	8.6518379182283e-05
915272.977373575	157631.4	9.62669555313971e-05
1005591.00573709	30921.29	0.000115671264645122
102746.337774144	12260.65	0.000125419840993994
18566.1992417256	2098.447	0.000164414146388451
15814.9994219455	1312.238	0.000183818455500688
7652.01901646432	446.2525	0.000193567031848734
5296.55824781047	331.6476	0.000203315608196633
5032.94374490211	264.3872	0.000222812760891958
3554.50538059283	189.5587	0.000251965646349394
3982.38087048792	160.1818	0.000271462799042909
3489.96404001089	143.3682	0.00028121137538936
3199.56192592562	123.4595	0.000300708528081609
2753.57716889425	111.3542	0.000310457104427393
2565.96517127192	91.26656	0.000349358566223849
2372.60912292188	82.52644	0.000368855718912629
2170.45017580325	75.01384	0.000388260028016057
2087.7250763158	68.88189	0.000407757180702529
1827.30561549577	57.91871	0.000456407218828928
1682.94883785819	55.39164	0.000466155795170036
1570.91380026182	52.48756	0.000485652947851176
1510.00945269376	49.43318	0.000505150100530832
1448.42133338766	46.41156	0.000524554409624768
1290.82792516808	42.62065	0.000553800138638927
1269.3255199199	41.1437	0.000573297291312931
1253.7852921011	39.36691	0.000592701600401034
1210.14084177954	38.0644	0.00060245017673649
1155.37059971788	35.19694	0.000641444482073637
1094.95386783231	34.21677	0.000651193058406717
1040.59985424585	32.9374	0.000670597367487267
1028.37390654362	31.98329	0.000690094520149891
980.144995299205	30.52755	0.000719340249139856
921.34327729032	29.25806	0.000748493134540805
859.611493578938	28.09076	0.000777738863520698
823.215693013632	27.09362	0.00079714317258696
756.171847203213	25.3904	0.000845886054201968
723.768058724966	24.89822	0.000865290363259501
682.181437207236	24.30167	0.000884787515898404
658.158013225183	23.8686	0.000904284668534605
608.733924181383	22.83344	0.000943186130214712
609.103471903001	21.98011	0.000962683282842462
576.057126118962	19.57941	0.000982180435467271
566.991290000813	19.25405	0.00100158474450517
541.33959690698	18.5447	0.00104057904973958
521.075680465204	18.22682	0.00106007620235205
511.401572847853	17.87465	0.00107948051137744
502.556525422426	17.53726	0.00109897766398338
476.157176291229	16.87606	0.00114762770189965
454.90200943342	16.49545	0.0011671248544936
439.015244058155	16.21575	0.00119637058337783
410.113957026458	15.66177	0.00124502062124947
397.785556675014	15.34448	0.00126451777382503
388.286469627797	15.07659	0.00128392208281305
371.393808416386	14.56636	0.00133266496422504
367.599014490504	14.38441	0.00135206927319916
360.590807814119	14.17295	0.00137156642575278
344.149769689302	13.9445	0.0013910635783022
329.019477850365	13.6407	0.00142996503980472
322.645113299561	13.44151	0.00145921076860784
311.935640316431	13.28021	0.00147861507755423
299.114542596732	12.91052	0.00152735795885904
292.708742014381	5.824899	0.0015565108440446
279.330437060332	5.661975	0.00157600799655133
263.452649303622	5.395427	0.00163440661045909
256.921008846944	5.279674	0.00165390376294622
251.799114843146	5.149402	0.0016734009154283
236.680034634529	4.894634	0.00173179952926048
229.975375883379	4.781367	0.00175120383813865
223.654221113813	4.668388	0.00178044956682059
214.273901850298	4.519546	0.00181935102812774
208.295862927303	4.418059	0.00184859675678086
203.601306312755	4.307078	0.00186809390920923
198.420256277333	4.176457	0.00191674394667215
192.561003738155	4.061553	0.00194598967528219
187.432747221668	3.946052	0.00197514256029602
179.177636492054	3.789165	0.00203354117386577
173.154250129456	3.716788	0.00206278690242119
167.449648032352	3.634999	0.00209193978737979
162.271633162085	3.524033	0.0021406826682499
160.938867774722	3.449869	0.00216983555316988
156.351803724106	3.361459	0.00220882985781672
152.757177739501	3.296888	0.00223798274270175
149.270574502203	3.229677	0.00226722847115387
142.450592212968	3.112078	0.00231587850829039
138.248786572605	3.029363	0.00234512423670055
135.127885668639	2.938166	0.00239377427376611
131.500853734191	2.857977	0.00244242431078614
129.682724758292	2.797258	0.00247167003912512
126.246101102145	2.711266	0.00252032007607033
124.541108441401	2.670585	0.00254956580436363
122.264272281223	2.606886	0.00258846726514561
119.808457979338	2.546215	0.00262746156947783
116.732537134703	2.498861	0.0026566144541243
112.558538305684	2.42207	0.00270535733446393
109.607208539267	2.369729	0.00274425879511702
105.889508804603	2.291036	0.00281240598386535
104.768195273786	2.265876	0.00284165171197462
101.989467901532	2.212219	0.00289030174853209
99.703768358083	2.171567	0.0029194546330078
97.0796896459369	2.115992	0.00295844893705239
93.065486413318	2.047757	0.00300709897347634
91.8633377050387	2.012136	0.00303634470145182
89.2386986964651	1.954476	0.00309474331375928
86.9977138983952	1.907303	0.00313364477405703
84.2015578859921	1.848182	0.00319204338622229
81.6665464946533	1.820468	0.00323103769000424
79.6740069851239	1.771944	0.00328943630202274
77.7030335164434	1.738143	0.00331868202978837
75.4768328487955	1.687031	0.00337708064167099
73.7939123341845	1.660192	0.00340623352578772
71.074724754585	1.610807	0.00346463213753099
68.6994507858601	1.570659	0.00351337501689433
64.9019263444627	1.510336	0.00358152220431063
63.5247157962384	1.479305	0.0036204236640975
62.0386028342246	1.445474	0.00367882227548473
60.5052826837211	1.416543	0.00371781657873973
59.2964947175952	1.378796	0.00377621518995795
58.0641994434627	1.353514	0.00381511664951975
56.0699958536882	1.308656	0.00388326383632499
54.1216782657104	1.277621	0.00392225813933654
52.8929181220304	1.240242	0.00400015390163709
50.5588524928876	1.204714	0.00405855251234019
49.5259747045953	1.18713	0.00409745397155456
48.5451068826623	1.158422	0.00416560115774289
47.8063479712362	1.141824	0.0042045954603967
46.6128483947493	1.111651	0.0042727426463395
45.4400623855758	1.087435	0.00432139268089338
44.2394181757609	1.057701	0.00439928844215449
42.6855688523653	1.028593	0.00446743562763504
42.1563036386128	1.013084	0.00451608566185447
40.9256335144822	0.9881188	0.00456473569598801
40.5035039121229	0.9726188	0.00461347857361108
39.0537374444869	0.9439682	0.00470103006595797
37.6222316033069	0.915088	0.00477892582613789
37.0174989696791	0.901554	0.00482757585979142
35.793559419044	0.8777116	0.00489572304418205
34.8615837700415	0.8589932	0.00495421449657883
34.1691923731561	0.8448552	0.00500286452989722
33.0094531355509	0.8221226	0.00508076028915317
32.1593981877403	0.8022043	0.0051586560481614
30.8729933365037	0.781188	0.00522680323164065
30.1353597636077	0.7675013	0.00528520183967146
29.5533501241206	0.7511824	0.00535334902278652
28.6087474329164	0.7362495	0.00542149620570181
27.721286908144	0.7227139	0.00548964338841479
26.6380045525877	0.7038197	0.00556753914606047
25.8022126688353	0.6879323	0.0056454349034347
25.6714830837385	0.6764134	0.00571358208546498
24.7659688840041	0.6592213	0.00577198069223965
24.3312041212959	0.644797	0.00584987644888339
23.3775376307004	0.6263059	0.00592767936167075
22.5682222005863	0.6084258	0.0060153236926752
22.0701138558655	0.5987608	0.00607372229861539
21.4409548225591	0.5861397	0.00614186947926351
20.9967046533875	0.5750834	0.00622951380935106
20.4333424665862	0.5595068	0.0063269067138382
19.6338521958891	0.5458476	0.00640470962479829
19.0581699293102	0.5337848	0.00648260537901547
18.8513564153883	0.5245631	0.00655075255825034
18.0894404382567	0.5101679	0.00664814546111881
17.4915295856947	0.4967558	0.00674544551991329
17.0021960846577	0.4848697	0.0068330898472433
16.5658285276508	0.4741983	0.00691098559967536
15.8998946300375	0.4641546	0.00699862992620423
15.3960781029891	0.4499581	0.00710567855749034
14.83721807183	0.4374426	0.00720307145737242
14.7018660114184	0.4301085	0.00728096720817027
14.5109447689395	0.42485	0.00735877011504906
14.0214255738869	0.41263	0.00747566016182183
13.7583439145302	0.4065484	0.00756321164190982
13.4960750119606	0.3993043	0.00765085596509444
13.1525395159851	0.3930995	0.00774824886180792
12.6534581987474	0.383482	0.00785529748830526
12.2336360709314	0.3752371	0.00795269038377055
11.7354473388822	0.3670037	0.00804999043506961
11.4408304751979	0.3581252	0.00813763475556307
10.8182929528072	0.3472899	0.00827392910041534
10.6438189566466	0.342595	0.00837132199322267
10.2698886480429	0.3347887	0.00845887346829061
10.0103833803911	0.3287594	0.00856601493335891
9.74357502282659	0.3218216	0.00868281212748091
9.48519200529897	0.3157993	0.00878020501755978
9.39806733910164	0.3113381	0.008887253636674
9.09227694407335	0.3047339	0.00899439509852401
8.78646273149278	0.2965448	0.00913068943527509
8.55165434202891	0.2920069	0.00923773805167339
8.26002219922119	0.2862392	0.00934478666722111
8.19082390978959	0.2807182	0.00947142527114579
7.94438451032767	0.2752264	0.00959797103030004
7.53565740241208	0.2699127	0.00970501964291302
7.2751828425665	0.2631139	0.00986081111743221
7.0911742531736	0.2592428	0.00996785972783346
6.88085699609442	0.2546956	0.0100847497532334
6.65024850445931	0.2480085	0.0102404483794669
6.4596853042167	0.2436959	0.010357338402265
6.22832296158009	0.2395802	0.0104741355803826
6.02837694699046	0.2340859	0.0106395827734906
5.92035431288058	0.2305718	0.0107564727923531
5.65037386932224	0.2252098	0.0108732699664945
5.55743989523247	0.2220009	0.0110388099974339
5.41881526866835	0.2184293	0.0111653557401434
5.31265660226624	0.2136075	0.0113016500527675
5.17395572459997	0.1884184	0.0114379443637047
5.03163185848205	0.1848674	0.0115937358151225
4.93856702035702	0.1818496	0.0117300301223761
4.73116195778823	0.1771889	0.0118954772968103
4.7301821004371	0.1757168	0.0120317716001603
4.53403388570841	0.1714791	0.0122070601838423
4.43462160208535	0.1695911	0.0123433544830569
4.24464167145977	0.1653472	0.0125088016476096
4.04057035165375	0.1613876	0.0126840902229885
3.91090690615558	0.1587817	0.0128300402420502
3.8455296756298	0.1564728	0.0130053288116571
3.66328509277774	0.1518717	0.0131707759649833
3.73080926496902	0.1511509	0.013326567389542
3.54257084327583	0.1477035	0.0135018559499415
3.50603091243329	0.1462931	0.0136673030944647
3.34398746570934	0.1425384	0.0138522473736715
3.35517271318982	0.1421425	0.0139982902179679
3.20744791244469	0.1396185	0.0141929830587907
3.13857588785544	0.1376657	0.0143585230340226
3.08971023490567	0.134937	0.0145629644348493
2.93880004825594	0.1323674	0.0147382529708124
2.84623605434492	0.129681	0.0149426943625002
2.78805850279664	0.1281081	0.0151276386144196
2.7358279309192	0.06184231	0.015341828563627
2.70433962740001	0.06045754	0.0155267728065101
2.61101306844601	0.05844327	0.0157409627451154
2.57773736827234	0.05726179	0.0159259069787255
2.42981083689619	0.05509499	0.0161400969064544
2.36011502641848	0.05400997	0.0163347896964602
2.25075292065799	0.05234971	0.0165587281783796
2.19360981724626	0.05100874	0.0167631695229647
2.1166953643033	0.04993983	0.0169773594269873
2.08529256932527	0.04864274	0.0171915493247516
2.01119289557027	0.0474863	0.0174251435016488
1.97532156659708	0.04618451	0.0176685790785035
1.94888013059419	0.04559926	0.0178827689555327
1.85644813555842	0.04440083	0.0181358602364886
1.86489653804388	0.04325232	0.0183694543818711
1.76520324019374	0.04186177	0.0186031413626547
1.69863923185485	0.04077386	0.0188659811791167
1.63140657756745	0.03966993	0.0190899195803642
1.62725183882281	0.03883417	0.0193527593773159
1.60919235962215	0.03769467	0.0196155991635248
1.49824212307062	0.0366406	0.0198395375386686
1.46703769087725	0.03551976	0.0201121258651113
1.42831776769734	0.03464388	0.0204042112996646
1.39742371170523	0.03388378	0.020647553922166
1.33684406718107	0.03300354	0.0209396393309261
1.32275322308145	0.03225654	0.0212219761666297
1.27172653643955	0.03159219	0.021494564430494
1.22690812803537	0.0307628	0.0217769012393094
1.18789327345654	0.03000058	0.0220688937480565
1.14167501841521	0.02921758	0.0223707276418403
1.08986687770162	0.02844845	0.0226530644067801
1.0681028684763	0.02798913	0.0229645539809854
1.04934268397339	0.02726475	0.0232761363806694
1.01978521778394	0.02656982	0.0235876259188194
1.01169508785075	0.02592681	0.0239283611004362
0.956436086972874	0.02514553	0.024230194889822
0.960695257122851	0.02502221	0.0245514329236315
0.931700395866069	0.0242615	0.024892168041285
0.895978067654208	0.02365988	0.0252231545842946
0.886735336365695	0.0231644	0.0255736382066098
0.882201512369901	0.02285193	0.0259143732536453
0.83300485182003	0.02222696	0.02628435392447
0.788263299079453	0.02164132	0.0266542417230653
0.782848484841305	0.02118502	0.0269949766923378
0.783995483701157	0.02092573	0.0273649572775834
0.767090426463991	0.02072731	0.027734844989433
0.733429508920913	0.01981873	0.0281145740594849
0.677996923225053	0.01943881	0.0285039587982205
0.678563364916598	0.01925234	0.028903092045872
0.667909886114232	0.01888265	0.0293119737992359
0.659259400614437	0.01838424	0.0297208555132235
0.637327410459026	0.0179629	0.0301200814897249
0.611221309115659	0.01767234	0.0305483673606846
0.614783851992275	0.01760712	0.0309669974910664
0.610956066451018	0.01722223	0.0314051246533317
0.58271944583363	0.01689369	0.031843158923952
0.599658288817644	0.01669136	0.0323007830596965
0.575281398908126	0.01638942	0.0327388172292122
0.548059474927459	0.01614153	0.0331866927246539
0.576549697113033	0.01621917	0.0336734694514073
0.55107251877867	0.01580927	0.0341504975833888
0.53788739700801	0.01542034	0.0346371813391653
0.507245523229655	0.01527801	0.0351239578721437
0.532433468950238	0.01523079	0.0356204828649172
0.49474163156795	0.01475505	0.0361170077871276
0.486657346698989	0.01463312	0.0366231883185395
0.506764843995062	0.01458364	0.0371781113859797
0.484501010654734	0.01429396	0.0377038816425937
0.451534016800014	0.01413918	0.0382393074915151
0.467007030907679	0.01396339	0.038784481769801
0.463954801548247	0.01401502	0.039339404471215
0.443500215974036	0.01351835	0.0399332282881174
0.431441678656535	0.01328416	0.0404978992986381
0.444961923027591	0.01333953	0.0410819743830059
0.442611939423042	0.01323011	0.0416661421976982
0.392121468187388	0.01285512	0.042298866744081
0.425720115945864	0.01293114	0.0429121869889026
0.42641655949356	0.01297031	0.0435352556061554
0.402926232160675	0.01270797	0.0441875695873879
0.409241916322401	0.01258168	0.0448202935794303
0.389455883123409	0.01250583	0.0455018527468436
0.384644945594688	0.01226441	0.0461833189016303
0.388982392823336	0.01226008	0.0468550363937349
0.393602144142717	0.01197705	0.0475559063367086
0.38449442121988	0.01203839	0.0482763659049055
0.359873701732556	0.01177038	0.0489870767894079
0.408716948663429	0.01186769	0.0497366885505843
0.37534803376175	0.01174097	0.0505057041975253
0.367956497728932	0.01174587	0.0512456598693619
0.361834091006744	0.01151501	0.0520146750419228
0.36638394710837	0.01159105	0.0527935312770676
0.345942630144611	0.01136267	0.0536210367315763
0.355451779302443	0.01135344	0.0544192965101479
0.374698601259297	0.0113046	0.0552662982942244
0.35370426839651	0.01111273	0.0561034584642518
0.343665971575814	0.01097739	0.0569602080593539
0.330376589368976	0.01090446	0.0578363613669288
0.347490502760184	0.01094509	0.0587320112003425
0.34913290293702	0.01073783	0.0596471575292833
0.350553973466268	0.01068128	0.060571959047286
0.342316992840415	0.01060577	0.061526005433502
0.339118566385676	0.01049049	0.0624897997931614
0.326508137964907	0.01036958	0.0634438452677165
0.323962494456045	0.01033293	0.0644660363324974
0.32802955652206	0.0101911	0.0654590744726486
0.323079013769198	0.01002995	0.0665104168297171
0.326231474938165	0.01011174	0.0675618514379437
0.32586101179396	0.01007395	0.0686035370540104
0.328507206643642	0.009938101	0.0697132750917005
0.315287499606634	0.009785756	0.0708133569013144
0.313906971802746	0.009670539	0.0719524315170863
0.336830887596138	0.009741264	0.0731109092752104
0.323111459763193	0.009603824	0.0742693862448973
0.307696399033492	0.009468972	0.0754960080454302
0.31419593772617	0.009557531	0.0766836355495152
0.319412878662935	0.009487801	0.0779492488933896
0.324251708651079	0.00945891	0.0791953645726864
0.323554349403593	0.009416743	0.0805095318403757
0.329416867199896	0.009422787	0.0816680963211126
0.324027733225545	0.009488977	0.0827778255408645
0.319265894356114	0.009379917	0.0841309829169483
0.33140991037137	0.009259914	0.0855523770845817
0.307638386685967	0.00923571	0.086954180462236
0.315703783711368	0.009211564	0.0884144720891751
0.309236107002449	0.009207557	0.0898650139410655
0.311155725562048	0.009200406	0.0914031028376628
0.322980031898792	0.009216818	0.0929412828370472
0.3234449992358	0.009265837	0.0945086129090406
0.324751049342718	0.009118353	0.0961148411340211
0.302261935978375	0.009010267	0.097750311973039
0.339224572271457	0.009257684	0.0994636733846013
0.308215894167047	0.009060284	0.101138132587339
0.312848814194758	0.008994654	0.102880640966586
0.307426622492832	0.008929309	0.104671887572797
0.332578726543389	0.009012992	0.106492283037765
0.312905871420844	0.00906479	0.108332171900471
0.305782667975534	0.008953441	0.110240294520842
0.304504637866857	0.008894937	0.112167724405331
0.29860883940334	0.008882776	0.11413423604525
0.311210529169274	0.008918372	0.116159046750064
0.314544084366864	0.00898625	0.118222845744327
0.326363136326697	0.008866082	0.120296295863552
0.325632753312374	0.008995173	0.122457473731648
0.316948900684205	0.008903919	0.1246283021337
0.317590987539043	0.008791148	0.126877016548418
0.323462096152029	0.008848352	0.129164717499748
0.298195458986875	0.008746741	0.131491311778987
0.309566844812004	0.008813157	0.133866546875048
0.310109311049708	0.008739365	0.136280767298353
0.291846589111849	0.00864935	0.138782526067611
0.304963153051096	0.008652864	0.141313521239528
0.325477520654886	0.008696232	0.143922398424674
0.320216601446029	0.008717078	0.14659940904692
0.300547956886346	0.008668696	0.149295813797803
0.305342702320361	0.008600656	0.152089593699769
0.319198441234049	0.00872001	0.154912606971388
0.305875950700168	0.00859927	0.157784255494735
0.316255831176778	0.0086305	0.160753276375371
0.309024668687843	0.008513991	0.163780585356907
0.310396039365342	0.008562847	0.166827470081325
0.303914054571775	0.008586774	0.169981378592089
0.307071938162229	0.008642094	0.173193665092597
0.304851464119964	0.008387923	0.176444833826686
0.289800755840059	0.008390374	0.179832357088638
0.304874562714437	0.008510218	0.183278161669234
0.320116489301555	0.008495603	0.18679217923104
0.309549732312186	0.00852024	0.190374222695257
0.300248957409646	0.008296781	0.194063371819668
0.326795910876743	0.00846289	0.197781740848937
0.299984542475857	0.008345342	0.201646014186458
0.3087722608798	0.008347585	0.20556874485139
0.318924770132258	0.008374012	0.209627720423776
0.287513515645259	0.008258994	0.213725562559343
0.315712660097965	0.008494435	0.217969390944932
0.298812987596915	0.008387236	0.222261828159596
0.301372437157849	0.00847659	0.226719738402902
0.303036905145291	0.008317537	0.231235998499884
0.309913748389663	0.00836051	0.235859245419995
0.316638863858523	0.008445288	0.240647953432471
0.308022941848439	0.00849874	0.245504747774988
0.321496286852713	0.008523673	0.250488009481586
0.312483517224385	0.008452147	0.255617225820013
0.302262306663644	0.008375494	0.260882645223275
0.307657133371326	0.008497264	0.266225833659757
0.306114305362513	0.00839395	0.271734452015336
0.319804136957474	0.00840543	0.277389001905749
0.303651804415386	0.008227993	0.28316993913164
0.316272671983717	0.008264365	0.289067651111885
0.306899392748366	0.008004526	0.295140416806571
0.303790545806356	0.007916402	0.301378574710266
0.310201016620013	0.007932542	0.307772277767936
0.31869980611799	0.007932138	0.314341098782983
0.30887644009454	0.00783776	0.321055793222437
0.313350833710754	0.007937011	0.327955235787672
0.312181410128809	0.008002615	0.335039413849064
0.317372952096393	0.008020594	0.342337592427397
0.303681934998193	0.007772547	0.349791292927427
0.326122225259957	0.00798652	0.357390758755265
0.305714935664396	0.00783414	0.365184693680283
0.318777357633704	0.00790135	0.373202217234762
0.316057912863307	0.00785433	0.381433612802663
0.316507227933656	0.007909929	0.389869163619979
0.311262618156968	0.00782884	0.39850875602389
0.309455546024046	0.007788176	0.407391336330299
0.310782308089264	0.007814507	0.416477957150811
0.31162621014655	0.007889485	0.425865869544186
0.319402837651469	0.007757168	0.435486942818439
0.314927133886759	0.007846697	0.445389804085921
0.329877968575462	0.007874976	0.455584156258375
0.322892528972945	0.007921141	0.466021258108003
0.326220759909677	0.007906527	0.476778943227165
0.340293871456304	0.00797217	0.487808512392488
0.334605398348401	0.007917236	0.499187737563318
0.342116728555333	0.008072065	0.510887344325918
0.322790914777422	0.007963398	0.522965701131055
0.328260605101773	0.007919897	0.535364312496744
0.336500685574124	0.007972977	0.548112276241103
0.343064645856665	0.008114589	0.561141549062046
0.348305379945813	0.008133329	0.574520027932084
0.344669877423431	0.008054083	0.588286522981786
0.356514173524477	0.008187598	0.602431296293145
0.403052180392946	0.01093346	0.616993043416844
0.346255276168548	0.008112013	0.632000871654806
0.361889988665316	0.008216909	0.647454629213198
0.37213972217618	0.008228838	0.663393012027691
0.373495490304566	0.008342514	0.67974791357622
0.38211474845169	0.008317534	0.696645440043299
0.395128933197648	0.008359237	0.714114585098091
0.40297619213545	0.00849231	0.732135679585512
0.413565718253947	0.008534112	0.750591969012181
0.409842004392882	0.008399915	0.769580372400148
0.407796157419893	0.008464148	0.789061774208643
0.431530457748873	0.008850665	0.80918161402743
0.459472346928767	0.009422079	0.82992013317768
0.45987069466532	0.009280323	0.851335266597848
0.476625939384388	0.009324595	0.873436333744943
0.464681869982871	0.009094488	0.896213234775574
0.480525934831224	0.009406426	0.919772243489516
0.498227287377624	0.009578865	0.944112869105492
0.500168459215335	0.00968127	0.969118165941626
0.500305977940938	0.009561104	0.994816714529227
0.486871405166227	0.009613954	1.02137275302902
0.478171108773442	0.00941049	1.04883403077165
0.476425953458998	0.009493677	1.07714161041039
0.477873178062495	0.00944819	1.10636249116381
0.447910301978837	0.00927794	1.13667977235356
0.395153050538147	0.009492453	1.16786961660114
-0.165913547031103	0.01267439	1.19997942528146
