#   Data imported from folder=prg HD:Users:ilavsky:Desktop:Software issues:P(r):
#   Data file name=Data.txt
#         S          J EXP       ERROR       J REG       I REG
#   
#   IgorExperimentName=Test P(r)
#   DataFolderinIgor=root:SAS:ImportedData:Data:
#   DistributionTypeModelled=Volume distribution
#   CursorAPosition=0
#   CursorBPosition=476
#   NumberOfModelledDistributions=1
#   UseInterference=0
#   UseSlitSmearedData=0
#   SlitLength=0
#   SASBackground=0
#   FitSASBackground=1
#   Dist1ShapeModel=spheroid
#   Dist1ScatShapeParam1=1
#   Dist1ScatShapeParam2=1
#   Dist1ScatShapeParam3=1
#   Dist1ScatShapeParam4=0
#   Dist1ScatShapeParam5=0
#   Dist1DistributionType=Gauss
#   Dist1Formula=P(x)=(1/(Width*sqrt(2*pi)) * exp(-(x-Mean)^2/(2*Width^2))
#   Dist1NegligibleFraction=0.01
#   Dist1FitShape=1
#   Dist1FitLocation=0
#   Dist1FitScale=1
#   Dist1FitVol=1
#   Dist1VolFraction=0.02
#   Dist1Location=330
#   Dist1Scale=5
#   Dist1Shape=0.5
#   Dist1VolFractionError=0
#   Dist1LocationError=0
#   Dist1ScaleError=0
#   Dist1ShapeError=0
#   Dist1NumberOfPoints=50
#   Dist1Contrast=0.01
#   Dist1UseInterference=0
#   UsersComment=Result from Modeling Tue, Jul 22, 2008  3:26:20 PM
#   Wname=ModelingIntensity_0
#   Units=cm-1
#   Exported=Fri, Aug 22, 2008 7:34:59 PM
Q_synth	R_Synth	S_synth
0.033780001103878	0.00266209253661293	7.98627760983879e-05
0.0343099981546402	0.00273366883485366	8.20100650456097e-05
0.0348399989306927	0.00276117943649591	8.28353830948773e-05
0.0353699997067451	0.00274642600697439	8.23927802092316e-05
0.0358900018036366	0.002693660973743	8.08098292122901e-05
0.0364199988543987	0.00260455569449023	7.81366708347069e-05
0.0369499996304512	0.00248418910249311	7.45256730747933e-05
0.0374800004065037	0.00233746794788487	7.0124038436546e-05
0.0380100011825562	0.0021695923513453	6.5087770540359e-05
0.0385299995541573	0.00198946563753206	5.96839691259616e-05
0.0390600003302097	0.0017953650499673	5.38609514990189e-05
0.0395900011062622	0.00159574297721494	4.78722893164483e-05
0.0401199981570244	0.00139543199054513	4.1862959716354e-05
0.0406499989330769	0.00119887027803571	3.59661083410712e-05
0.0411700010299683	0.00101349866133087	3.0404959839926e-05
0.0417000018060207	0.000835578183222414	2.50673454966724e-05
0.0422299988567829	0.000671634241759978	2.01490272527993e-05
0.0427599996328354	0.000523943654118848	1.57183096235655e-05
0.0432800017297268	0.00039645806194852	1.18937418584556e-05
0.043809998780489	0.000285346026340052	8.56038079020155e-06
0.0443399995565414	0.000193752740026663	5.81258220079988e-06
0.0448700003325939	0.00012166588762609	3.64997662878271e-06
0.0454000011086464	6.85831213467931e-05	2.05749364040379e-06
0.0459199994802475	3.40685106743177e-05	1.02205532022953e-06
0.0464500002563	1.55071593790548e-05	4.65214781371643e-07
0.0469800010323524	1.21161753858146e-05	3.63485261574438e-07
0.0475100018084049	2.20397600870243e-05	6.6119280261073e-07
0.0480399988591671	4.32482649706672e-05	1.29744794912002e-06
0.0485600009560585	7.2961910352835e-05	2.18885731058505e-06
0.049090001732111	0.000110179206394832	3.30537619184497e-06
0.0496199987828732	0.000152247338964471	4.56742016893413e-06
0.0501499995589256	0.000197078138695436	5.91234416086308e-06
0.050670001655817	0.00024184676311428	7.25540289342841e-06
0.0511999987065792	0.000286496137416895	8.59488412250684e-06
0.0517299994826317	0.000328556140543611	9.85668421630832e-06
0.0522600002586842	0.000366638107145195	1.09991432143559e-05
0.0527900010347366	0.000399595862667382	1.19878758800214e-05
0.0533099994063377	0.000426088008377565	1.27826402513269e-05
0.0538400001823902	0.000446505131905059	1.33951539571518e-05
0.0543700009584427	0.000459890968961736	1.37967290688521e-05
0.0549000017344952	0.000466101639541822	1.39830491862546e-05
0.0554200001060963	0.000465302264170346	1.39590679251104e-05
0.0559500008821487	0.000457747945905537	1.37324383771661e-05
0.0564800016582012	0.00044386021126217	1.33158063378651e-05
0.0570099987089634	0.000424268261558424	1.27280478467527e-05
0.0575399994850159	0.000399727820642718	1.19918346192815e-05
0.0580600015819073	0.000371663739028904	1.11499121708671e-05
0.0585899986326694	0.000339899257426294	1.01969777227888e-05
0.0591199994087219	0.00030588843383572	9.1766530150716e-06
0.0596500001847744	0.000270587598568744	8.11762795706233e-06
0.0601800009608269	0.000234930618510776	7.04791855532329e-06
0.060699999332428	0.000200457009591397	6.0137102877419e-06
0.0612300001084805	0.000166645938899906	4.99937816699718e-06
0.0617600008845329	0.000134899637369564	4.04698912108692e-06
0.0622900016605854	0.000105847285436725	3.17541856310175e-06
0.0628099963068962	8.04601990872123e-05	2.41380597261637e-06
0.063340000808239	5.81512785150233e-05	1.7445383554507e-06
0.0638699978590012	3.97146083014888e-05	1.19143824904466e-06
0.0644000023603439	2.52993351811742e-05	7.58980055435226e-07
0.0649299994111061	1.49353728028167e-05	4.48061184084502e-07
0.0654499977827072	8.62354335828012e-06	2.58706300748404e-07
0.06598000228405	5.93708079841269e-06	1.78112423952381e-07
0.0665099993348122	6.75600134933221e-06	2.02680040479966e-07
0.0670399963855743	1.07229401723318e-05	3.21688205169954e-07
0.067560002207756	1.72680451001697e-05	5.18041353005092e-07
0.0680899992585182	2.61810854365887e-05	7.8543256309766e-07
0.0686199963092804	3.68596556311871e-05	1.10578966893561e-06
0.0691500008106232	4.87866795643016e-05	1.46360038692905e-06
0.0696799978613853	6.1443867563329e-05	1.84331602689987e-06
0.070200003683567	7.40853714239488e-05	2.22256114271846e-06
0.0707300007343292	8.6727406300731e-05	2.60182218902193e-06
0.0712599977850914	9.86893240407384e-05	2.96067972122215e-06
0.0717900022864342	0.000109581846159039	3.28745538477118e-06
0.0723100006580353	0.000118907988267756	3.56723964803268e-06
0.0728399977087975	0.000126760896050884	3.80282688152653e-06
0.0733700022101402	0.000132743592710317	3.98230778130952e-06
0.0738999992609024	0.000136721071228126	4.10163213684379e-06
0.0744299963116646	0.000138627117416769	4.15881352250307e-06
0.0749500021338463	0.000138483788657164	4.15451365971491e-06
0.0754799991846085	0.000136346620967685	4.09039862903054e-06
0.0760100036859512	0.000132317481674954	3.96952445024861e-06
0.0765400007367134	0.000126565549883305	3.79696649649914e-06
0.0770599991083145	0.000119452070530601	3.58356211591804e-06
0.0775900036096573	0.000110945111333241	3.32835333999724e-06
0.0781200006604195	0.000101438691220306	3.04316073660917e-06
0.0786499977111816	9.12192431853242e-05	2.73657729555972e-06
0.0791800022125244	8.05799421091716e-05	2.41739826327515e-06
0.0797000005841255	7.00148853999295e-05	2.10044656199788e-06
0.0802299976348877	5.93941121112909e-05	1.78182336333873e-06
0.0807600021362305	4.91833414923423e-05	1.47550024477027e-06
0.0812899991869926	3.9621261245553e-05	1.18863783736659e-06
0.0818099975585938	3.10710128892153e-05	9.32130386676458e-07
0.0823400020599365	2.33746406991652e-05	7.01239220974955e-07
0.0828699991106987	1.68414773188237e-05	5.0524431956471e-07
0.0834000036120415	1.15674089567406e-05	3.47022268702219e-07
0.0839300006628036	7.60791435787722e-06	2.28237430736317e-07
0.0844499990344048	5.01535233916826e-06	1.50460570175048e-07
0.0849800035357475	3.6670727510596e-06	1.10012182531788e-07
0.0855100005865097	3.56641050895174e-06	1.06992315268552e-07
0.0860399976372719	4.62162953896505e-06	1.38648886168951e-07
0.0865600034594536	6.66451551882256e-06	1.99935465564677e-07
0.0870900005102158	9.63246581213272e-06	2.88973974363982e-07
0.0876199975609779	1.33341847960799e-05	4.00025543882396e-07
0.0881500020623207	1.75956340253642e-05	5.27869020760927e-07
0.0886799991130829	2.22355603056803e-05	6.67066809170409e-07
0.089199997484684	2.69795080045789e-05	8.09385240137368e-07
0.0897300019860268	3.1834063948928e-05	9.5502191846784e-07
0.0902599990367889	3.65392281678949e-05	1.09617684503685e-06
0.0907900035381317	4.09385150345399e-05	1.2281554510362e-06
0.0913100019097328	4.4822709348439e-05	1.34468128045317e-06
0.091839998960495	4.82239778344311e-05	1.44671933503293e-06
0.0923700034618378	5.09666277152143e-05	1.52899883145643e-06
0.0929000005125999	5.29787386054648e-05	1.58936215816394e-06
0.093419998884201	5.41980854741909e-05	1.62594256422573e-06
0.0939500033855438	5.46509913794543e-05	1.63952974138363e-06
0.094480000436306	5.431049755923e-05	1.6293149267769e-06
0.0950099974870682	5.32043172037735e-05	1.59612951611321e-06
0.0955400019884109	5.13819664327614e-05	1.54145899298284e-06
0.0960600003600121	4.89644978850806e-05	1.46893493655242e-06
0.0965899974107742	4.59428275515961e-05	1.37828482654788e-06
0.097120001912117	4.24558606998809e-05	1.27367582099643e-06
0.0976499989628792	3.86117939515709e-05	1.15835381854713e-06
0.0981699973344803	3.46034470755338e-05	1.03810341226601e-06
0.0987000018358231	3.03915028902902e-05	9.11745086708706e-07
0.0992299988865852	2.61669256674253e-05	7.8500777002276e-07
0.099760003387928	2.20409524671283e-05	6.61228574013848e-07
0.100299999117851	1.80461609758447e-05	5.41384829275342e-07
0.10080000013113	1.46210150751708e-05	4.38630452255125e-07
0.101300001144409	1.15294681514018e-05	3.45884044542053e-07
0.101899996399879	8.33937661841867e-06	2.5018129855256e-07
0.102399997413158	6.16489668269484e-06	1.84946900480845e-07
0.102899998426437	4.46194472649556e-06	1.33858341794867e-07
0.103500001132488	3.06180401535193e-06	9.1854120460558e-08
0.104000002145767	2.43241482177742e-06	7.29724446533226e-08
0.104500003159046	2.27846239537609e-06	6.83538718612827e-08
0.104999996721745	2.5752286068191e-06	7.7256858204573e-08
0.105599999427795	3.47579535300913e-06	1.04273860590274e-07
0.106100000441074	4.62651228865454e-06	1.38795368659636e-07
0.106600001454353	6.08397536659553e-06	1.82519260997866e-07
0.107100002467632	7.78850776954344e-06	2.33655233086303e-07
0.107699997723103	1.00702483888952e-05	3.02107451666855e-07
0.108199998736382	1.2091334369585e-05	3.6274003108755e-07
0.10869999974966	1.41507153562189e-05	4.24521460686568e-07
0.109300002455711	1.65822175043878e-05	4.97466525131635e-07
0.10980000346899	1.85043502657503e-05	5.55130507972509e-07
0.110299997031689	2.02728627875368e-05	6.08185883626104e-07
0.110799998044968	2.18391539015997e-05	6.5517461704799e-07
0.111400000751019	2.33941858863614e-05	7.01825576590841e-07
0.111900001764297	2.43817827775383e-05	7.3145348332615e-07
0.112400002777576	2.50645906926055e-05	7.51937720778165e-07
0.112999998033047	2.54632713983153e-05	7.6389814194946e-07
0.113499999046326	2.54408089063879e-05	7.63224267191637e-07
0.114000000059605	2.51020050422952e-05	7.53060151268856e-07
0.114500001072884	2.44613209549839e-05	7.33839628649518e-07
0.115099996328354	2.33255781242331e-05	6.99767343726992e-07
0.115599997341633	2.21078263766282e-05	6.63234791298847e-07
0.116099998354912	2.06810611246052e-05	6.20431833738155e-07
0.116599999368191	1.90851778270675e-05	5.72555334812024e-07
0.117200002074242	1.70076317637427e-05	5.1022895291228e-07
0.117700003087521	1.5193787994735e-05	4.55813639842051e-07
0.118199996650219	1.33535030904571e-05	4.00605092713713e-07
0.11879999935627	1.11730341652191e-05	3.35191024956572e-07
0.119300000369549	9.42906557719544e-06	2.82871967315863e-07
0.119800001382828	7.79329227560667e-06	2.337987682682e-07
0.120300002396107	6.30053095847976e-06	1.89015928754393e-07
0.120899997651577	4.73969900168139e-06	1.42190970050442e-07
0.121399998664856	3.65890586914774e-06	1.09767176074432e-07
0.121899999678135	2.79659834416503e-06	8.3897950324951e-08
0.122400000691414	2.16356492669992e-06	6.49069478009976e-08
0.123000003397465	1.71233661491024e-06	5.13700984473071e-08
0.123499996960163	1.59043129268689e-06	4.77129387806068e-08
0.123999997973442	1.69023216340259e-06	5.07069649020777e-08
0.124600000679493	2.08186815840927e-06	6.2456044752278e-08
0.125100001692772	2.61147699043228e-06	7.83443097129683e-08
0.12559999525547	3.30000188632334e-06	9.90000565897003e-08
0.12610000371933	4.11974572808432e-06	1.2359237184253e-07
0.1266999989748	5.23396119758894e-06	1.57018835927668e-07
0.12720000743866	6.23390479648714e-06	1.87017143894614e-07
0.127700001001358	7.26409858595315e-06	2.17922957578594e-07
0.128299996256828	8.49515677658735e-06	2.54854703297621e-07
0.128800004720688	9.48068130842403e-06	2.84420439252721e-07
0.129299998283386	1.03989949295571e-05	3.11969847886712e-07
0.129800006747246	1.12245044011144e-05	3.36735132033432e-07
0.130400002002716	1.20614881212617e-05	3.61844643637851e-07
0.130899995565414	1.26098821881408e-05	3.78296465644223e-07
0.131400004029274	1.30083459212561e-05	3.90250377637683e-07
0.131899997591972	1.324805672228e-05	3.97441701668399e-07
0.132499992847443	1.3320545357253e-05	3.99616360717589e-07
0.133000001311302	1.32025233247427e-05	3.9607569974228e-07
0.133499994874001	1.29279688217647e-05	3.8783906465294e-07
0.134100005030632	1.24055967303287e-05	3.7216790190986e-07
0.13459999859333	1.18254607319733e-05	3.54763821959198e-07
0.13510000705719	1.11315852876833e-05	3.339475586305e-07
0.135600000619888	1.03435210643926e-05	3.10305631931777e-07
0.136199995875359	9.30376634080405e-06	2.79112990224122e-07
0.136700004339218	8.38565544112352e-06	2.51569663233705e-07
0.137199997901917	7.44561680684091e-06	2.23368504205227e-07
0.137700006365776	6.50691350820756e-06	1.95207405246227e-07
0.138300001621246	5.41400821851143e-06	1.62420246555343e-07
0.138799995183945	4.55593944950278e-06	1.36678183485084e-07
0.139300003647804	3.76612459417945e-06	1.12983737825384e-07
0.139899998903275	2.9317253768275e-06	8.79517613048251e-08
0.140400007367134	2.34678519227737e-06	7.04035557683211e-08
0.140900000929832	1.87330446179096e-06	5.61991338537288e-08
0.141399994492531	1.51823749697812e-06	4.55471249093436e-08
0.142000004649162	1.25334456174929e-06	3.76003368524788e-08
0.142499998211861	1.16691448975989e-06	3.50074346927967e-08
0.14300000667572	1.19896083766205e-06	3.59688251298614e-08
0.14360000193119	1.38435997724782e-06	4.15307993174346e-08
0.144099995493889	1.65008870534981e-06	4.95026611604943e-08
0.144600003957748	2.00409232804305e-06	6.01227698412916e-08
0.145099997520447	2.43223721994939e-06	7.29671165984818e-08
0.145699992775917	3.02181429324768e-06	9.06544287974304e-08
0.146200001239777	3.55666188693676e-06	1.06699856608103e-07
0.146699994802475	4.11261389969671e-06	1.23378416990901e-07
0.147200003266335	4.67238565397688e-06	1.40171569619306e-07
0.147799998521805	5.32542917400584e-06	1.59762875220175e-07
0.148300006985664	5.83548546603118e-06	1.75064563980935e-07
0.148800000548363	6.29904908429264e-06	1.88971472528779e-07
0.149399995803833	6.7762518451935e-06	2.03287555355805e-07
0.149900004267693	7.09573057395121e-06	2.12871917218536e-07
0.150399997830391	7.33543043345632e-06	2.2006291300369e-07
0.15090000629425	7.48973687757556e-06	2.24692106327267e-07
0.151500001549721	7.55790664753024e-06	2.26737199425907e-07
0.151999995112419	7.51672121067026e-06	2.25501636320108e-07
0.152500003576279	7.38869576427943e-06	2.21660872928383e-07
0.152999997138977	7.17834427142468e-06	2.1535032814274e-07
0.153600007295609	6.82665759554502e-06	2.04799727866351e-07
0.154100000858307	6.4609883490203e-06	1.93829650470609e-07
0.154599994421005	6.0402225382242e-06	1.81206676146726e-07
0.155200004577637	5.47880378195543e-06	1.64364113458663e-07
0.155699998140335	4.97845240518669e-06	1.49353572155601e-07
0.156200006604195	4.46226487804861e-06	1.33867946341458e-07
0.156700000166893	3.94324098410183e-06	1.18297229523055e-07
0.157299995422363	3.33447427585825e-06	1.00034228275748e-07
0.157800003886223	2.85295514642084e-06	8.55886543926252e-08
0.158299997448921	2.40663977895117e-06	7.21991933685351e-08
0.158800005912781	2.00521875080127e-06	6.01565625240379e-08
0.159400001168251	1.5943151919014e-06	4.78294557570419e-08
0.159899994730949	1.31844975366615e-06	3.95534926099846e-08
0.160400003194809	1.10796297375696e-06	3.32388892127087e-08
0.160999998450279	9.45263692863379e-07	2.83579107859014e-08
0.161500006914139	8.85245508156565e-07	2.6557365244697e-08
0.162000000476837	8.92477442205992e-07	2.67743232661798e-08
0.162499994039536	9.63768663526359e-07	2.89130599057908e-08
0.163100004196167	1.12702920636424e-06	3.38108761909273e-08
0.163599997758865	1.32037340936546e-06	3.96112022809639e-08
0.164100006222725	1.55768992197637e-06	4.67306976592912e-08
0.164700001478195	1.88831099772126e-06	5.66493299316377e-08
0.165199995040894	2.19105580746506e-06	6.57316742239517e-08
0.165700003504753	2.50814793734726e-06	7.52444381204177e-08
0.166199997067451	2.82969088804109e-06	8.48907266412326e-08
0.166800007224083	3.20779899839285e-06	9.62339699517855e-08
0.167300000786781	3.50559448316156e-06	1.05167834494847e-07
0.16779999434948	3.77860544118814e-06	1.13358163235644e-07
0.168300002813339	4.01928177504727e-06	1.20578453251418e-07
0.16889999806881	4.25636986247519e-06	1.27691095874256e-07
0.169400006532669	4.40485500002012e-06	1.32145650000604e-07
0.169900000095367	4.50476314672601e-06	1.3514289440178e-07
0.170499995350838	4.55751720601364e-06	1.36725516180409e-07
0.171000003814697	4.54477687266062e-06	1.36343306179819e-07
0.171499997377396	4.48138223097725e-06	1.34441466929317e-07
0.172000005841255	4.36957908350607e-06	1.31087372505182e-07
0.172600001096725	4.17652630352144e-06	1.25295789105643e-07
0.173099994659424	3.97210694179389e-06	1.19163208253817e-07
0.173600003123283	3.73418435103919e-06	1.12025530531176e-07
0.174099996685982	3.46927921766601e-06	1.0407837652998e-07
0.174700006842613	3.12573180150419e-06	9.37719540451258e-08
0.175200000405312	2.82680432505372e-06	8.48041297516116e-08
0.17569999396801	2.52445244751543e-06	7.57335734254629e-08
0.176300004124641	2.16760020717202e-06	6.50280062151606e-08
0.17679999768734	1.88358222928856e-06	5.65074668786569e-08
0.177300006151199	1.61873634894138e-06	4.85620904682414e-08
0.177799999713898	1.37897620623803e-06	4.1369286187141e-08
0.178399994969368	1.13145281451704e-06	3.39435844355113e-08
0.178900003433228	9.63420107620374e-07	2.89026032286112e-08
0.179399996995926	8.33323837322276e-07	2.49997151196683e-08
0.179900005459785	7.42989771702026e-07	2.22896931510608e-08
0.180500000715256	6.88030938568936e-07	2.06409281570681e-08
0.180999994277954	6.86209592043972e-07	2.05862877613191e-08
0.181500002741814	7.22689747696483e-07	2.16806924308945e-08
0.182099997997284	8.13295837225906e-07	2.43988751167772e-08
0.182600006461143	9.23651433785684e-07	2.77095430135705e-08
0.183100000023842	1.06104675988798e-06	3.18314027966393e-08
0.18359999358654	1.22049964143602e-06	3.66149892430806e-08
0.184200003743172	1.43328548949601e-06	4.29985646848803e-08
0.18469999730587	1.62171538510427e-06	4.8651461553128e-08
0.18520000576973	1.81398803336332e-06	5.44196410008996e-08
0.185699999332428	2.00427009538953e-06	6.01281028616859e-08
0.186299994587898	2.22211275289819e-06	6.66633825869457e-08
0.186800003051758	2.38879165255128e-06	7.16637495765385e-08
0.187299996614456	2.53695964528137e-06	7.6108789358441e-08
0.187900006771088	2.68470601175941e-06	8.05411803527823e-08
0.188400000333786	2.77896913297601e-06	8.33690739892804e-08
0.188899993896484	2.84442758437319e-06	8.53328275311958e-08
0.189400002360344	2.8795493608962e-06	8.63864808268861e-08
0.189999997615814	2.88076028600896e-06	8.64228085802689e-08
0.190500006079674	2.84796792580094e-06	8.54390377740283e-08
0.190999999642372	2.78565381245578e-06	8.35696143736733e-08
0.19149999320507	2.69575596234519e-06	8.08726788703556e-08
0.192100003361702	2.55521784156856e-06	7.66565352470569e-08
0.1925999969244	2.41476123876154e-06	7.24428371628462e-08
0.19310000538826	2.25714650184545e-06	6.77143950553636e-08
0.19370000064373	2.05131402746426e-06	6.15394208239277e-08
0.194199994206429	1.87111677820537e-06	5.6133503346161e-08
0.194700002670288	1.6879188150379e-06	5.06375644511371e-08
0.195199996232986	1.50628821396076e-06	4.51886464188228e-08
0.195800006389618	1.29657463200776e-06	3.88972389602328e-08
0.196299999952316	1.13351291277871e-06	3.40053873833614e-08
0.196799993515015	9.85037834009123e-07	2.95511350202737e-08
0.197300001978874	8.54356232284098e-07	2.56306869685229e-08
0.197899997234344	7.24735900969376e-07	2.17420770290813e-08
0.198400005698204	6.41707346411301e-07	1.9251220392339e-08
0.198899999260902	5.82786155800043e-07	1.74835846740013e-08
0.199499994516373	5.44687233401627e-07	1.63406170020488e-08
0.200000002980232	5.39941140663447e-07	1.61982342199034e-08
0.200499996542931	5.58861161665768e-07	1.6765834849973e-08
0.20100000500679	5.999801167034e-07	1.7999403501102e-08
0.20160000026226	6.75739167175842e-07	2.02721750152753e-08
0.202099993824959	7.57890174757332e-07	2.27367052427199e-08
0.202600002288818	8.54165602965773e-07	2.56249680889732e-08
0.203099995851517	9.612690640689e-07	2.8838071922067e-08
0.203700006008148	1.09916230766783e-06	3.2974869230035e-08
0.204199999570847	1.21764196302989e-06	3.65292588908968e-08
0.204699993133545	1.33552568100775e-06	4.00657704302326e-08
0.205300003290176	1.47129710217678e-06	4.41389130653034e-08
0.205799996852875	1.57585687635918e-06	4.72757062907753e-08
0.206300005316734	1.6694592518265e-06	5.00837775547951e-08
0.206799998879433	1.74952077808555e-06	5.24856233425666e-08
0.207399994134903	1.82473340544557e-06	5.47420021633671e-08
0.207900002598763	1.86812465938163e-06	5.60437397814488e-08
0.208399996161461	1.89282626161154e-06	5.67847878483463e-08
0.20890000462532	1.89831382766693e-06	5.6949414830008e-08
0.209499999880791	1.87958150628349e-06	5.63874451885047e-08
0.209999993443489	1.84354925879119e-06	5.53064777637358e-08
0.210500001907349	1.79011036904523e-06	5.3703311071357e-08
0.211099997162819	1.70523006412744e-06	5.11569019238233e-08
0.211600005626678	1.61952474458711e-06	4.85857423376134e-08
0.212099999189377	1.52268891646762e-06	4.56806674940287e-08
0.212599992752075	1.41730291401273e-06	4.25190874203818e-08
0.213200002908707	1.283434646087e-06	3.850303938261e-08
0.213699996471405	1.16905861826984e-06	3.50717585480952e-08
0.214200004935265	1.05516042806409e-06	3.16548128419226e-08
0.214699998497963	9.44525351277583e-07	2.83357605383275e-08
0.215299993753433	8.19751399646718e-07	2.45925419894016e-08
0.215800002217293	7.25226261445232e-07	2.1756787843357e-08
0.216299995779991	6.41526325335418e-07	1.92457897600626e-08
0.216900005936623	5.57787730204671e-07	1.67336319061401e-08
0.217399999499321	5.03477471965147e-07	1.51043241589544e-08
0.217899993062019	4.64185630716452e-07	1.39255689214936e-08
0.218400001525879	4.40365621425437e-07	1.32109686427631e-08
0.218999996781349	4.32219827941586e-07	1.29665948382476e-08
0.219500005245209	4.41965849083864e-07	1.32589754725159e-08
0.219999998807907	4.65852282194523e-07	1.39755684658357e-08
0.220500007271767	5.02669695238381e-07	1.50800908571514e-08
0.221100002527237	5.61747365198009e-07	1.68524209559403e-08
0.221599996089935	6.21260237727517e-07	1.86378071318255e-08
0.222100004553795	6.87951719805827e-07	2.06385515941748e-08
0.222599998116493	7.59630730210636e-07	2.27889219063191e-08
0.223199993371964	8.49037180769266e-07	2.5471115423078e-08
0.223700001835823	9.23692052410114e-07	2.77107615723034e-08
0.224199995398521	9.96101159172952e-07	2.98830347751886e-08
0.224800005555153	1.07707120020556e-06	3.23121360061668e-08
0.225299999117851	1.13735221573967e-06	3.412056647219e-08
0.22579999268055	1.18929268720877e-06	3.5678780616263e-08
0.226300001144409	1.23148075030271e-06	3.69444225090814e-08
0.226899996399879	1.26768122993199e-06	3.80304368979597e-08
0.227400004863739	1.28493380133278e-06	3.85480140399834e-08
0.227899998426437	1.290006571716e-06	3.87001971514799e-08
0.228400006890297	1.2828441333222e-06	3.8485323999666e-08
0.229000002145767	1.25851103765341e-06	3.77553311296023e-08
0.229499995708466	1.22585032241335e-06	3.67755096724005e-08
0.230000004172325	1.18292133461699e-06	3.54876400385097e-08
0.230599999427795	1.11955980250663e-06	3.35867940751988e-08
